timestamp,sma_20,sma_50,ema_12,ema_26,rsi_14,bb_upper,bb_lower,macd,macd_signal,atr_14
2023-12-15,465.21,474.47,462.5736355552335,466.74292330932656,34.79,474.4,456.02,-4.1693,-3.4962,4.5207
2023-12-18,464.01,474.03,460.36076854673604,465.36863269382087,28.78,475.37,452.64,-5.0079,-3.7985,4.9393
2023-12-19,462.57,473.43,457.9114195395459,463.81836360538966,22.83,476.13,449.02,-5.9069,-4.2202,5.1679
2023-12-20,461.93,472.98,457.35427807192343,463.11255889387934,36.7,475.78,448.08,-5.7583,-4.5278,5.6514
2023-12-21,461.01,472.35,456.16438913778137,462.1131100869253,32.46,475.58,446.43,-5.9487,-4.812,6.1029
2023-12-22,460.26,471.73,455.2175600396612,461.2165834138197,30.62,475.5,445.02,-5.999,-5.0494,6.0371
2023-12-25,459.25,470.97,453.6210123412518,460.0035031609442,31.05,475.78,442.72,-6.3825,-5.316,6.0543
2023-12-26,458.51,470.32,453.1531642887515,459.3054658897631,36.66,475.21,441.81,-6.1523,-5.4833,6.5586
2023-12-27,457.74,469.81,452.9619082443282,458.7576536016325,41.77,474.14,441.34,-5.7957,-5.5458,6.5629
2023-12-28,456.84,469.3,452.4939223605854,458.1030125941042,41.82,472.85,440.82,-5.6091,-5.5584,6.2157
2023-12-29,456.0,468.67,452.445626612803,457.66427092046683,39.52,471.07,440.93,-5.2186,-5.4905,5.9757
2024-01-01,455.07,468.01,452.41245328775636,457.26173233376556,38.88,468.49,441.64,-4.8493,-5.3622,5.9379
2024-01-02,453.9,467.12,450.7366912434862,456.09567808682,33.72,467.79,440.01,-5.359,-5.3616,6.5479
2024-01-03,453.04,466.5,450.43720028294985,455.5545167470556,40.79,465.87,440.21,-5.1173,-5.3127,7.0879
2024-01-04,452.58,465.87,450.60224639326526,455.2549229139404,47.49,464.9,440.26,-4.6527,-5.1807,6.7093
2024-01-05,452.23,465.24,450.76190079430137,454.9871508462411,53.08,464.21,440.25,-4.2253,-4.9896,6.3979
2024-01-08,451.57,464.53,450.6139160567165,454.60291745022323,54.95,462.45,440.68,-3.989,-4.7895,6.2571
2024-01-09,450.71,463.72,449.9656212787601,453.9952939353919,41.72,460.22,441.19,-4.0297,-4.6375,6.0093
2024-01-10,450.35,463.0,450.5078333897201,453.9578647549925,53.86,458.75,441.94,-3.45,-4.4,6.0071
2024-01-11,450.04,462.41,451.16355132976315,454.01802292128934,54.67,457.16,442.92,-2.8545,-4.0909,5.8857
2024-01-12,450.24,461.84,452.33377420210724,454.3700212234161,63.98,458.13,442.36,-2.0362,-3.68,5.9664
2024-01-15,450.8,461.34,453.41319355562916,454.7389085402001,59.82,459.6,442.01,-1.3257,-3.2091,5.3386
2024-01-16,451.79,460.96,455.07116377784007,455.43898938907415,62.75,461.91,441.67,-0.3678,-2.6409,5.4486
2024-01-17,452.39,460.67,456.8002155043262,456.2442494343279,66.97,464.39,440.39,0.556,-2.0015,5.5757
2024-01-18,453.36,460.53,458.6740285036607,457.18763836511846,67.25,467.37,439.35,1.4864,-1.3039,5.6021
2024-01-19,454.42,460.42,460.6026395030975,458.2263318195541,68.65,470.43,438.41,2.3763,-0.5679,6.1936
2024-01-22,455.68,460.25,462.05300265646713,459.10067761069826,84.47,472.46,438.9,2.9523,0.1362,5.4314
2024-01-23,456.41,460.05,462.53869455547215,459.5532200099058,71.11,473.53,439.29,2.9855,0.706,5.3929
2024-01-24,456.89,459.75,462.36504923924565,459.69075926843124,62.38,474.01,439.76,2.6743,1.0997,5.6879
2024-01-25,457.29,459.4,461.6904262793617,459.56403635965853,57.32,474.1,440.48,2.1264,1.305,5.635
2024-01-26,457.42,458.97,460.6318991594599,459.21188551820234,55.62,474.1,440.74,1.42,1.328,5.7557
2024-01-29,457.41,458.57,459.2992992887738,458.67544955389104,56.32,474.1,440.71,0.6238,1.1872,5.6864
2024-01-30,457.97,458.16,458.29325324434706,458.23726810545463,49.03,473.1,442.84,0.056,0.9609,5.225
2024-01-31,458.15,457.86,457.3958296682937,457.8093223198654,46.86,472.9,443.41,-0.4135,0.6861,5.1764
2024-02-01,457.89,457.43,455.6964712577869,456.96048362950495,34.03,473.29,442.5,-1.264,0.296,5.3764
2024-02-02,457.5,457.01,453.8662449104351,455.9856329902824,30.97,473.94,441.07,-2.1194,-0.187,5.5114
2024-02-05,457.02,456.51,451.76528415498353,454.8170675835948,19.72,474.9,439.15,-3.0518,-0.76,5.2736
2024-02-06,456.81,456.04,450.27062505421685,453.8713588736989,19.15,475.32,438.29,-3.6007,-1.3281,5.0643
2024-02-07,456.34,455.58,449.31975966126043,453.14681377194347,17.83,475.66,437.01,-3.8271,-1.8279,5.285
2024-02-08,455.94,455.16,448.92902740568195,452.6751979369847,18.8,475.73,436.15,-3.7462,-2.2116,5.1079
2024-02-09,455.33,454.71,448.59225395865394,452.2355536453562,19.36,475.49,435.18,-3.6433,-2.4979,4.9393
2024-02-12,454.7,454.23,448.2795995034764,451.81514226421876,22.06,475.12,434.27,-3.5355,-2.7054,4.67
2024-02-13,454.05,453.95,448.7381226567877,451.7740206150174,35.19,474.03,434.07,-3.0359,-2.7715,4.5729
2024-02-14,453.46,453.72,449.62764224805113,451.97742649538645,44.93,472.59,434.33,-2.3498,-2.6872,4.5836
2024-02-15,452.51,453.51,449.6987742098894,451.8376171253578,43.33,470.23,434.8,-2.1388,-2.5775,4.6057
2024-02-16,451.24,453.25,449.0758858699064,451.37927511607205,41.45,466.84,435.64,-2.3034,-2.5227,4.9786
2024-02-19,449.91,452.86,448.227288043767,450.80006955191857,37.98,463.11,436.72,-2.5728,-2.5327,5.2443
2024-02-20,448.8,452.45,447.421551421649,450.2215458814061,37.71,460.19,437.41,-2.8,-2.5862,5.1243
2024-02-21,447.48,451.94,445.5074665875492,449.0925424827834,35.94,458.84,436.12,-3.5851,-2.786,4.8936
2024-02-22,446.14,451.34,443.29862557408006,447.76346526183653,34.84,458.57,433.71,-4.4648,-3.1217,5.005
2024-02-23,444.94,450.86,441.37883702422164,446.50839376095973,37.79,458.43,431.45,-5.1296,-3.5233,4.8086
2024-02-26,444.05,450.58,440.2805544051106,445.5996238527405,40.24,457.92,430.18,-5.3191,-3.8825,5.04
2024-02-27,443.18,450.4,439.5112383427859,444.835207271056,38.71,456.94,429.42,-5.324,-4.1708,4.8114
2024-02-28,442.13,449.94,438.2633555208188,443.8400067324593,30.88,456.12,428.13,-5.5767,-4.452,4.6143
2024-02-29,441.47,449.62,437.4936085176159,443.05630253005495,33.97,455.85,427.09,-5.5627,-4.6741,4.6529
2024-03-01,440.96,449.29,436.8792072072134,442.34842826856936,34.49,455.72,426.2,-5.4692,-4.8331,4.4243
2024-03-04,440.7,449.09,436.6100984061037,441.81372987830497,29.34,455.69,425.71,-5.2036,-4.9072,4.1207
2024-03-05,440.29,448.76,436.18854480516467,441.22530544287497,22.12,455.57,425.02,-5.0368,-4.9331,4.075
2024-03-06,440.25,448.58,437.2579994505239,441.3671346693287,41.7,455.48,425.01,-4.1091,-4.7683,4.4307
2024-03-07,440.09,448.46,438.2429226119818,441.53697654567475,47.38,455.1,425.08,-3.2941,-4.4735,3.8029
2024-03-08,439.99,448.31,439.25631913321536,441.7809042089581,51.71,454.85,425.14,-2.5246,-4.0837,3.6071
2024-03-11,440.02,448.2,440.4445777281053,442.16602241570195,55.17,454.91,425.12,-1.7214,-3.6112,3.8886
2024-03-12,439.67,448.26,441.03925807762755,442.3248355700944,64.02,453.77,425.57,-1.2856,-3.1461,3.54
2024-03-13,439.25,448.21,441.81321837337714,442.6022551574948,73.91,451.9,426.59,-0.789,-2.6747,3.3729
2024-03-14,438.73,447.97,441.51426170054987,442.3998658865693,62.21,450.33,427.14,-0.8856,-2.3169,3.6986
2024-03-15,438.28,447.67,440.76129836200374,441.97172767274935,53.22,449.44,427.13,-1.2104,-2.0956,3.555
2024-03-18,437.9,447.4,440.02263707554164,441.526414511805,50.93,448.82,426.99,-1.5038,-1.9772,3.4936
2024-03-19,437.5,447.17,439.2530006023814,441.0444578813009,55.39,448.22,426.79,-1.7915,-1.9401,3.3129
2024-03-20,437.74,446.89,439.326385125092,440.94709063083417,58.88,448.43,427.06,-1.6207,-1.8762,3.6379
2024-03-21,437.89,446.48,438.516172028924,440.4369357692909,50.67,448.27,427.5,-1.9208,-1.8851,4.1443
2024-03-22,438.08,446.0,437.9336840244742,440.01419978638046,49.51,448.04,428.12,-2.0805,-1.9242,4.4293
2024-03-25,438.39,445.62,438.3038864822474,440.0383331355374,57.15,448.23,428.55,-1.7344,-1.8862,4.7586
2024-03-26,438.84,445.22,439.227903946517,440.35475290327537,51.46,448.9,428.78,-1.1268,-1.7344,4.4636
2024-03-27,439.37,444.73,439.64361103166823,440.4714378734031,47.93,448.88,429.85,-0.8278,-1.553,4.6557
2024-03-28,439.95,444.25,440.4692093344885,440.8076276605584,50.21,449.33,430.58,-0.3384,-1.3101,4.7407
2024-03-29,440.41,443.68,440.80625405225953,440.94484042644297,45.08,449.34,431.48,-0.1386,-1.0758,4.6064
2024-04-01,440.48,443.01,440.1545226596042,440.6207781726324,41.83,449.26,431.71,-0.4663,-0.9539,4.8679
2024-04-02,440.07,442.22,437.91690378889587,439.50886867836334,31.91,450.73,429.41,-1.592,-1.0815,5.7686
2024-04-03,439.39,441.58,436.62199551368116,438.7674709984846,40.44,450.93,427.85,-2.1455,-1.2943,5.6514
2024-04-04,438.38,440.9,434.613996203884,437.6417324060043,38.53,451.72,425.05,-3.0277,-1.641,6.0243
2024-04-05,437.73,440.44,434.1841506340557,437.2104929685225,46.79,451.01,424.45,-3.0263,-1.9181,6.555
2024-04-08,436.91,440.0,433.60812745958555,436.7089749708542,46.47,449.82,424.0,-3.1008,-2.1546,6.5929
2024-04-09,436.35,439.61,433.55303092734164,436.45275460264276,44.86,448.87,423.84,-2.8997,-2.3036,6.5179
2024-04-10,435.79,439.26,433.74794924621216,436.33180981726184,50.64,447.45,424.13,-2.5839,-2.3597,6.1379
2024-04-11,435.05,438.84,432.41134166987183,435.4968609419091,42.89,447.48,422.63,-3.0855,-2.5048,6.8157
2024-04-12,434.14,438.33,430.2495967975839,434.22746383510105,34.1,448.59,419.68,-3.9779,-2.7995,6.7443
2024-04-15,433.49,437.98,429.1296588287248,433.39357762509354,34.7,448.74,418.23,-4.2639,-3.0923,6.8757
2024-04-16,432.67,437.52,427.52663439353637,432.30590520842,33.79,449.27,416.08,-4.7793,-3.4297,6.9771
2024-04-17,431.62,437.01,426.1563829483769,431.2921344522407,30.78,448.99,414.24,-5.1358,-3.7709,6.9507
2024-04-18,431.21,436.59,426.10463172554967,430.88679115948213,38.54,448.72,413.69,-4.7822,-3.9732,7.4643
2024-04-19,431.01,436.27,426.8193037677728,430.876658481002,45.98,448.45,413.56,-4.0574,-3.99,7.4843
2024-04-22,430.85,436.08,428.4224878035,431.34801711203886,58.57,448.0,413.71,-2.9255,-3.7771,7.2871
2024-04-23,430.44,435.78,429.6128742952692,431.7044602889249,55.12,446.6,414.29,-2.0916,-3.44,7.2993
2024-04-24,430.3,435.47,431.0816628652278,432.25672248974524,62.55,446.09,414.52,-1.1751,-2.987,6.9107
2024-04-25,429.82,435.18,431.747560885962,432.49029860161596,53.11,444.25,415.4,-0.7427,-2.5382,6.6021
2024-04-26,429.67,435.06,432.95562844196786,433.0169431496444,57.58,443.58,415.76,-0.0613,-2.0428,6.8571
2024-04-29,429.3,434.77,432.35322406628046,432.7223547681893,46.91,442.82,415.77,-0.3691,-1.7081,7.3943
2024-04-30,429.75,434.6,432.7050357483912,432.8644025631382,49.88,443.36,416.14,-0.1594,-1.3983,7.7507
2024-05-01,430.3,434.71,433.9104148640233,433.432965336239,61.32,444.74,415.86,0.4774,-1.0232,7.0943
2024-05-02,431.44,435.01,435.8241971926351,434.3897827187398,70.74,447.18,415.7,1.4344,-0.5317,7.1614
2024-05-03,432.0,435.26,436.9435514706912,435.0349839988331,65.22,448.59,415.42,1.9086,-0.0436,6.9371
2024-05-06,432.77,435.49,438.29531278289255,435.827207406327,70.95,450.42,415.11,2.4681,0.4587,7.07
2024-05-07,433.3,435.66,439.16526466244756,436.4288957465991,69.14,451.65,414.95,2.7364,0.9143,7.0429
2024-05-08,433.66,435.88,439.61368548360946,436.8474960616658,63.36,452.43,414.9,2.7662,1.2847,6.7379
2024-05-09,434.41,436.01,439.65465694766954,437.0721259830239,57.86,452.9,415.91,2.5825,1.5442,6.4414
2024-05-10,435.41,436.11,439.4754789557204,437.1771536879851,51.18,452.36,418.46,2.2983,1.695,5.7443
2024-05-13,436.32,436.23,439.7177129625327,437.46403119257883,54.49,452.38,420.26,2.2537,1.8068,5.82
2024-05-14,437.42,436.37,439.8780648144507,437.7081770301656,51.54,451.26,423.57,2.1699,1.8794,5.7386
2024-05-15,438.65,436.37,440.38605484299677,438.11349725015333,57.7,449.51,427.79,2.2726,1.958,5.705
2024-05-16,439.7,436.43,441.3928156363819,438.7665715279198,57.33,449.35,430.06,2.6262,2.0917,5.5807
2024-05-17,440.73,436.56,442.91853630770777,439.6957143777035,75.4,450.74,430.72,3.2228,2.3179,5.0714
2024-05-20,441.55,436.69,444.56337687575274,440.7264022015773,73.4,452.93,430.16,3.837,2.6217,4.7943
2024-05-21,442.39,436.87,445.8659342794831,441.63777981627527,67.74,454.57,430.21,4.2282,2.943,4.4264
2024-05-22,443.03,436.98,446.7850213134088,442.3934998298845,58.97,455.8,430.25,4.3915,3.2327,4.0386
2024-05-23,443.82,437.21,447.4780949574997,443.05249984248564,64.68,456.58,431.06,4.4256,3.4713,3.8364
2024-05-24,444.48,437.54,448.30146496403825,443.77675911341265,63.25,457.68,431.28,4.5247,3.682,3.4957
2024-05-27,445.33,437.74,447.9550857388016,443.94514732723394,53.3,456.35,434.31,4.0099,3.7476,4.0586
2024-05-28,445.84,437.93,447.4666110097552,444.0069882659573,54.33,455.66,436.02,3.4596,3.69,3.8771
2024-05-29,446.3,438.13,447.8225170082544,444.4346187647753,64.56,455.94,436.67,3.3879,3.6296,4.1957
2024-05-30,446.57,438.49,448.4328990069845,444.9794618192364,69.21,456.52,436.63,3.4534,3.5943,4.2664
2024-05-31,446.85,438.77,448.45245300590994,445.2446868696634,60.64,456.69,437.0,3.2078,3.517,4.285
2024-06-03,447.06,438.96,448.6951525434623,445.5991545089476,62.71,456.99,437.13,3.096,3.4328,4.4236
2024-06-04,447.18,439.0,448.32051369062196,445.64810602680336,54.07,457.0,437.35,2.6724,3.2807,4.4707
2024-06-05,447.45,439.11,448.2004346612955,445.78824632111423,50.86,456.98,437.92,2.4122,3.107,4.4479
2024-06-06,448.06,439.25,448.8034447134039,446.2572651121428,51.14,457.1,439.02,2.5462,2.9949,4.515
2024-06-07,448.9,439.5,449.78137629595716,446.9167269556878,52.14,457.27,440.52,2.8646,2.9688,4.5593
2024-06-10,449.45,439.81,450.14270301965604,447.3028953293406,48.84,457.07,441.82,2.8398,2.943,4.8243
2024-06-11,449.99,440.33,450.3592102474013,447.61749567531535,49.62,456.46,443.51,2.7417,2.9027,4.9729
2024-06-12,450.4,440.77,450.51779328626264,447.8969404401068,50.13,456.05,444.75,2.6209,2.8464,5.02
2024-06-13,450.49,441.28,450.25505585760686,447.9645744815803,44.82,455.96,445.03,2.2905,2.7352,4.9914
2024-06-14,450.71,441.75,451.0927395718212,448.5375689644262,62.41,456.65,444.78,2.5552,2.6992,4.7643
2024-06-17,450.64,442.19,451.2630873300026,448.8088601522465,59.02,456.46,444.82,2.4542,2.6502,4.9021
2024-06-18,450.39,442.48,450.7456892792329,448.74153717800607,47.67,456.22,444.56,2.0042,2.521,4.7379
2024-06-19,450.13,442.72,450.13712169781246,448.59697886852416,43.67,456.13,444.13,1.5401,2.3248,4.685
2024-06-20,449.86,443.14,449.46833374430287,448.38905450789275,46.29,456.13,443.58,1.0793,2.0757,4.6064
2024-06-21,449.46,443.66,448.75474393748704,448.1254208406414,42.93,455.95,442.97,0.6293,1.7864,4.5357
2024-06-24,449.66,444.21,448.9740141009506,448.27761188948284,55.11,455.96,443.37,0.6964,1.5684,4.7786
2024-06-25,450.13,444.92,449.76878116234286,448.71186286063227,58.04,456.29,443.98,1.0569,1.4661,4.81
2024-06-26,450.53,445.7,450.9920455989055,449.3791322783632,56.99,457.55,443.5,1.6129,1.4955,4.615
2024-06-27,450.81,446.33,451.9671155067662,449.9680854429289,52.9,458.45,443.16,1.999,1.5962,4.4943
2024-06-28,451.27,446.87,452.8798669672637,450.5556346693786,58.26,459.46,443.09,2.3242,1.7418,4.3893
2024-07-01,451.71,447.3,453.7783489723,451.1604024716469,60.19,460.52,442.9,2.6179,1.917,4.2007
2024-07-02,452.1,447.66,453.8170645150231,451.3729652515249,53.32,460.57,443.62,2.4441,2.0224,4.6164
2024-07-03,452.37,447.94,453.6975161280965,451.49644930696746,55.55,460.58,444.17,2.2011,2.0582,4.7586
2024-07-04,452.66,448.39,454.3332828776201,451.965601210155,52.96,461.22,444.1,2.3677,2.1201,4.7629
2024-07-05,452.71,448.72,454.6173932041401,452.2777788982917,55.83,461.34,444.07,2.3396,2.164,4.5436
2024-07-08,453.08,449.33,455.38240963427245,452.8194249058256,67.57,462.24,443.92,2.563,2.2438,4.5457
2024-07-09,453.34,449.77,455.5928081520767,453.11057861650517,64.23,462.61,444.07,2.4822,2.2915,4.865
2024-07-10,453.56,450.08,455.624683820988,453.30979501528253,64.32,462.84,444.28,2.3149,2.2962,4.6379
2024-07-11,453.68,450.17,454.93627092545137,453.14981019933566,58.18,462.77,444.59,1.7865,2.1942,4.8943
2024-07-12,453.46,450.34,454.37376770615117,453.0113057401256,51.65,462.55,444.36,1.3625,2.0279,4.4129
2024-07-15,453.29,450.4,453.51780344366637,452.7000979075237,41.65,462.61,443.97,0.8177,1.7858,4.4243
2024-07-16,453.27,450.47,452.5996798369485,452.31860917363304,32.83,462.63,443.91,0.2811,1.4849,4.4143
2024-07-17,452.79,450.37,450.221267554341,451.19426775336393,24.53,464.3,441.27,-0.973,0.9933,5.3271
2024-07-18,452.36,450.32,448.2256879305962,450.1613590308925,23.64,465.49,439.23,-1.9357,0.4075,5.4364
2024-07-19,452.07,450.33,446.79558209511987,449.3294065100857,25.28,466.14,437.99,-2.5338,-0.1808,5.6693
2024-07-22,451.0,450.08,444.0501079266399,447.8198208426719,22.33,468.47,433.54,-3.7697,-0.8985,5.9829
2024-07-23,449.72,449.84,441.63470670715685,446.3776118913629,22.52,469.81,429.62,-4.7429,-1.6674,5.7421
2024-07-24,448.43,449.61,440.1447518291327,445.3088998994101,20.42,469.64,427.21,-5.1641,-2.3667,5.6243
2024-07-25,447.45,449.43,439.7870977015738,444.75416657352787,30.86,468.73,426.17,-4.9671,-2.8868,6.2664
2024-07-26,446.43,449.15,439.4367749782548,444.21756164215543,25.39,467.56,425.3,-4.7808,-3.2656,6.0007
2024-07-29,446.18,449.16,441.6341942123695,444.9214459649587,47.4,466.81,425.55,-3.2873,-3.27,6.9164
2024-07-30,445.66,448.97,441.9381643335434,444.82430181940623,40.96,465.98,425.34,-2.8861,-3.1932,7.75
2024-07-31,445.05,448.75,441.7615236668444,444.52546464759837,42.1,465.17,424.93,-2.7639,-3.1073,7.5779
2024-08-01,444.2,448.54,441.62128925656066,444.25320800703554,42.04,463.46,424.94,-2.6319,-3.0122,7.5764
2024-08-02,443.55,448.34,441.85801398632054,444.172229636144,45.68,461.97,425.13,-2.3142,-2.8726,7.5729
2024-08-05,442.49,448.19,441.3244733730404,443.7439163297629,43.35,459.4,425.58,-2.4194,-2.782,7.7664
2024-08-06,441.58,448.07,440.919169777188,443.36955215718785,51.32,457.16,426.01,-2.4504,-2.7157,6.7236
2024-08-07,440.73,447.85,440.5854513499283,443.0273631085073,51.28,454.83,426.63,-2.4419,-2.6609,6.47
2024-08-08,440.35,447.68,441.0230742191701,443.0571880634327,53.65,453.65,427.05,-2.0341,-2.5356,6.4957
2024-08-09,440.16,447.66,442.02106280083626,443.38702598465994,66.64,452.9,427.42,-1.366,-2.3016,6.1236
2024-08-12,440.35,447.71,443.6424377545537,444.06650554135183,70.1,453.72,426.97,-0.4241,-1.9261,6.93
2024-08-13,440.99,447.99,446.21437040769933,445.2734310568072,72.05,456.81,425.16,0.9409,-1.3527,7.0629
2024-08-14,442.25,448.29,448.71677496036096,446.54799171926595,70.32,460.64,423.87,2.1688,-0.6484,6.6736
2024-08-15,442.99,448.29,449.2141941972285,446.9481404808018,60.18,461.7,424.28,2.2661,-0.0655,7.4314
2024-08-16,443.64,448.22,449.6258566284241,447.31420414889055,48.33,462.65,424.62,2.3117,0.4099,6.1557
2024-08-19,445.26,448.41,451.4372633009742,448.3575964341579,66.43,464.53,425.98,3.0797,0.9439,6.0571
2024-08-20,446.99,448.64,453.202299716209,449.43555225384995,70.93,466.08,427.9,3.7667,1.5084,5.8964
2024-08-21,448.49,448.85,454.5711766829461,450.3736594943055,69.83,467.34,429.64,4.1975,2.0463,6.0914
2024-08-22,450.02,449.24,456.6956110394159,451.70746249472734,71.91,470.14,429.9,4.9881,2.6346,6.5336
2024-08-23,451.26,449.37,457.55013241796723,452.48839119882166,70.25,471.18,431.34,5.0617,3.12,6.6764
2024-08-26,451.28,449.41,457.0239581998184,452.60999185076076,61.57,471.21,431.35,4.414,3.3788,7.3357
2024-08-27,452.37,449.76,458.3202723229233,453.5611035655192,67.12,472.92,431.83,4.7592,3.6549,8.1436
2024-08-28,453.86,450.24,460.1986919655505,454.8180588569622,67.28,475.17,432.55,5.3806,4.0,8.535
2024-08-29,455.31,450.72,461.67581627854275,455.927832274965,64.85,476.82,433.79,5.748,4.3496,8.1579
2024-08-30,456.77,451.27,463.3287676203054,457.1494743286713,63.67,478.78,434.75,6.1793,4.7156,7.5029
2024-09-02,458.28,451.64,464.1520341402584,458.00358734136233,56.07,479.11,437.46,6.1484,5.0021,7.455
2024-09-03,459.7,451.9,464.59018273406485,458.6699882790392,53.32,478.69,440.71,5.9202,5.1857,7.2893
2024-09-04,460.9,451.99,464.29784692882413,458.9677669250363,58.68,477.14,444.65,5.3301,5.2146,6.825
2024-09-05,461.78,452.07,463.81356278592807,459.1294138194781,57.31,475.8,447.77,4.6841,5.1085,6.8171
2024-09-06,462.53,452.16,463.6207069727084,459.38353131433155,51.05,474.83,450.23,4.2372,4.9343,6.4957
2024-09-09,463.24,452.32,464.09752128459945,459.9269734391959,53.29,474.73,451.76,4.1705,4.7815,6.8543
2024-09-10,463.44,452.53,464.14097954850723,460.2568272585147,51.92,474.86,452.03,3.8842,4.602,6.7536
2024-09-11,463.3,452.66,463.4469826948907,460.2103956097358,42.45,474.84,451.77,3.2366,4.329,6.5571
2024-09-12,464.12,452.87,464.2059084341383,460.81555149049615,55.06,474.54,453.7,3.3904,4.1412,6.8307
2024-09-13,464.82,453.07,464.4573071365785,461.1877328615705,60.65,473.51,456.13,3.2696,3.9669,6.555
2024-09-16,464.72,453.06,463.67156757710484,461.0516045014542,43.92,473.63,455.81,2.62,3.6975,6.1764
2024-09-17,464.72,453.19,463.5713264113964,461.1974115754206,42.29,473.63,455.82,2.3739,3.4328,5.695
2024-09-18,464.94,453.4,464.00650696348924,461.58278849575976,46.69,473.78,456.09,2.4237,3.231,5.7836
2024-09-19,464.93,453.74,464.6670443537217,462.08035971829605,45.93,473.77,456.09,2.5867,3.1021,5.805
2024-09-20,465.55,454.21,466.19365291468756,463.006999739163,55.55,475.28,455.82,3.1867,3.119,5.8521
2024-09-23,466.64,454.75,467.68847554319717,463.962777536262,58.43,475.85,457.43,3.7257,3.2404,5.7964
2024-09-24,467.23,455.35,469.15947930578227,464.9470162372796,64.6,477.56,456.9,4.2125,3.4348,5.5714
2024-09-25,467.51,456.13,470.2426363356619,465.7805705900737,65.24,478.51,456.51,4.4621,3.6403,5.6229
2024-09-26,467.69,456.85,470.72223074556007,466.3420098056238,60.63,478.96,456.42,4.3802,3.7882,5.4371
2024-09-27,467.9,457.6,471.6326567847047,467.1048238940961,59.93,479.69,456.11,4.5278,3.9362,5.1879
2024-09-30,468.45,458.62,472.861478817827,468.03187397601494,65.07,481.35,455.55,4.8296,4.1148,5.3786
2024-10-01,468.77,459.52,472.9320205381613,468.4235870148287,63.13,481.83,455.7,4.5084,4.1936,5.4121
2024-10-02,469.32,460.35,473.0640173784442,468.8210990878043,56.17,482.24,456.4,4.2429,4.2034,4.5743
2024-10-03,469.87,461.04,472.9095531663759,469.0610176738929,57.23,482.24,457.49,3.8485,4.1324,4.5064
2024-10-04,470.45,461.77,473.1142372946257,469.44464599434525,69.22,482.47,458.43,3.6696,4.0399,4.3371
2024-10-07,470.59,462.09,472.55358540314484,469.4465240688382,58.1,482.49,458.68,3.1071,3.8533,4.4807
2024-10-08,471.17,462.73,473.07918764881487,469.9297445081835,61.14,482.92,459.41,3.1494,3.7125,4.9707
2024-10-09,471.97,463.43,473.4931587797664,470.3623560260958,59.05,482.55,461.39,3.1308,3.5962,4.9993
2024-10-10,472.23,464.09,473.49574973672543,470.59551483897764,48.55,482.69,461.77,2.9002,3.457,4.8286
2024-10-11,472.4,464.61,472.8487113156907,470.4988100360904,41.75,482.53,462.28,2.3499,3.2356,5.0157
2024-10-14,473.12,465.32,472.97506342096904,470.73371299637995,45.85,481.17,465.07,2.2414,3.0367,5.3914
2024-10-15,473.74,466.05,473.34505366389686,471.0778824040555,49.06,480.28,467.19,2.2672,2.8828,5.6429
2024-10-16,474.27,466.82,473.92889156175886,471.52692815190323,54.42,480.0,468.55,2.402,2.7867,5.5
2024-10-17,474.5,467.4,473.7567543984114,471.6219705110216,45.63,479.55,469.45,2.1348,2.6563,5.6436
2024-10-18,474.64,468.0,474.324946029425,472.05367639909406,47.61,479.86,469.43,2.2713,2.5793,5.7214
2024-10-21,475.01,468.62,475.69649279412886,472.88229296212415,61.04,481.48,468.54,2.8142,2.6263,5.7264
2024-10-22,475.26,469.06,476.72164774887824,473.5843453353001,59.45,482.47,468.06,3.1373,2.7285,5.83
2024-10-23,475.56,469.45,477.5629327105893,474.22180123638896,61.57,483.4,467.73,3.3411,2.851,5.5293
2024-10-24,476.62,470.3,480.1640199858832,475.72166781147126,68.77,488.06,465.17,4.4424,3.1693,6.1421
2024-10-25,477.64,471.21,482.7664784495935,477.303766492103,76.69,492.29,462.99,5.4627,3.628,5.9143
2024-10-28,478.74,472.01,485.6547125342714,479.0990430482435,75.73,496.88,460.6,6.5557,4.2135,5.7143
2024-10-29,480.21,472.8,488.287833682845,480.8524472668921,76.62,501.08,459.34,7.4354,4.8579,5.5086
2024-10-30,481.26,473.46,489.300474654715,481.8907845063816,68.95,502.88,459.65,7.4097,5.3683,5.6914
2024-10-31,482.05,473.85,489.05732470783573,482.32257824664964,65.54,503.39,460.7,6.7347,5.6415,5.9914
2024-11-01,482.78,474.38,489.04081321432255,482.81349837652743,63.61,504.01,461.56,6.2273,5.7587,5.6279
2024-11-04,483.58,475.01,488.4822265659652,483.005831830118,58.65,503.88,463.28,5.4764,5.7022,5.95
2024-11-05,484.05,475.4,487.9895763250475,483.1742887315907,57.22,504.03,464.06,4.8153,5.5248,5.7657
2024-11-06,484.47,475.68,487.40656458273247,483.2502673440655,60.73,504.07,464.86,4.1563,5.2511,5.48
2024-11-07,485.0,475.97,486.92401618538895,483.32580309635694,57.03,503.92,466.09,3.5982,4.9206,5.1079
2024-11-08,485.83,476.23,486.7495521568676,483.50833620033046,52.88,503.24,468.42,3.2412,4.5847,4.7414
2024-11-11,486.09,476.44,485.5234672096572,483.1580890743801,46.45,502.88,469.29,2.3654,4.1408,5.2964
2024-11-12,486.39,476.72,484.8952414850946,483.0308232170186,49.29,502.58,470.19,1.8644,3.6855,5.4921
