timestamp,iv_1W,iv_1M,iv_2M,iv_3M,iv_6M,iv_1Y,atm_iv,skew_25d,skew_10d
2023-12-28,0.161387,0.163457,0.17172,0.164766,0.163151,0.167082,0.163457,-0.04081,-0.067071
2023-12-29,0.160106,0.158314,0.167474,0.163767,0.159409,0.162695,0.158314,-0.046845,-0.066122
2024-01-01,0.162774,0.16414,0.16031,0.165127,0.160067,0.165172,0.16414,-0.032144,-0.06035
2024-01-02,0.183338,0.179575,0.182664,0.178486,0.173913,0.181874,0.179575,-0.036856,-0.068266
2024-01-03,0.1619,0.16412,0.166083,0.169298,0.167777,0.167161,0.16412,-0.041927,-0.068882
2024-01-04,0.153337,0.160903,0.16228,0.167025,0.153208,0.161271,0.160903,-0.041774,-0.075744
2024-01-05,0.164787,0.17421,0.171597,0.168241,0.168169,0.161016,0.17421,-0.047518,-0.073927
2024-01-08,0.17634,0.172187,0.171153,0.177907,0.172553,0.17533,0.172187,-0.038479,-0.07782
2024-01-09,0.177938,0.178717,0.180707,0.181565,0.175203,0.178445,0.178717,-0.044284,-0.067179
2024-01-10,0.177138,0.165338,0.175336,0.173959,0.177191,0.17645,0.165338,-0.045104,-0.075956
2024-01-11,0.177974,0.176588,0.174749,0.18009,0.186315,0.18179,0.176588,-0.035247,-0.085344
2024-01-12,0.190421,0.191338,0.185213,0.183446,0.182142,0.181897,0.191338,-0.038656,-0.070963
2024-01-15,0.172905,0.176836,0.172134,0.171261,0.171357,0.172205,0.176836,-0.039937,-0.080356
2024-01-16,0.1615,0.16439,0.157661,0.167104,0.157568,0.163059,0.16439,-0.041286,-0.064335
2024-01-17,0.154796,0.152657,0.152784,0.155072,0.153874,0.154861,0.152657,-0.032902,-0.080359
2024-01-18,0.141152,0.138379,0.141931,0.140513,0.144023,0.145757,0.138379,-0.043213,-0.079415
2024-01-19,0.14283,0.140702,0.147944,0.146913,0.141767,0.144063,0.140702,-0.045628,-0.083652
2024-01-22,0.133877,0.131784,0.138873,0.137602,0.135881,0.136252,0.131784,-0.044877,-0.081107
2024-01-23,0.138708,0.144334,0.143101,0.141216,0.14399,0.141689,0.144334,-0.046838,-0.070991
2024-01-24,0.156361,0.150685,0.156651,0.154184,0.156184,0.155019,0.150685,-0.049779,-0.064296
2024-01-25,0.149231,0.153587,0.154735,0.152507,0.150302,0.146445,0.153587,-0.041032,-0.061259
2024-01-26,0.148074,0.151469,0.151851,0.156503,0.151053,0.148159,0.151469,-0.031288,-0.063736
2024-01-29,0.155673,0.161003,0.157118,0.151376,0.154052,0.158454,0.161003,-0.049178,-0.08832
2024-01-30,0.153082,0.151896,0.145102,0.152268,0.151042,0.146888,0.151896,-0.038931,-0.072571
2024-01-31,0.147377,0.149216,0.152352,0.144657,0.149787,0.146866,0.149216,-0.039147,-0.074177
2024-02-01,0.163576,0.161914,0.161249,0.165722,0.167109,0.166686,0.161914,-0.03751,-0.070151
2024-02-02,0.165687,0.169479,0.166568,0.163136,0.168516,0.166184,0.169479,-0.036178,-0.082395
2024-02-05,0.165974,0.166431,0.168786,0.161798,0.162275,0.16743,0.166431,-0.039818,-0.070528
2024-02-06,0.15993,0.163224,0.167807,0.160429,0.161428,0.161774,0.163224,-0.046448,-0.0744
2024-02-07,0.163892,0.159307,0.163263,0.164059,0.162618,0.158946,0.159307,-0.047275,-0.060817
2024-02-08,0.151314,0.145186,0.143466,0.152567,0.145287,0.151024,0.145186,-0.031326,-0.074572
2024-02-09,0.140109,0.146705,0.152483,0.145797,0.150525,0.151368,0.146705,-0.048623,-0.061852
2024-02-12,0.134837,0.135505,0.13945,0.138457,0.140125,0.137825,0.135505,-0.034194,-0.080944
2024-02-13,0.123682,0.126792,0.119612,0.127303,0.119454,0.125573,0.126792,-0.032698,-0.087142
2024-02-14,0.105584,0.112967,0.115683,0.111727,0.116188,0.119827,0.112967,-0.031648,-0.066061
2024-02-15,0.118526,0.119587,0.117957,0.111512,0.124407,0.118517,0.119587,-0.034855,-0.082617
2024-02-16,0.128398,0.126651,0.128066,0.129442,0.130201,0.129275,0.126651,-0.048675,-0.073933
2024-02-19,0.125744,0.12822,0.134041,0.12186,0.130741,0.133307,0.12822,-0.048039,-0.062982
2024-02-20,0.132664,0.136621,0.135321,0.138546,0.13658,0.135157,0.136621,-0.04663,-0.088949
2024-02-21,0.146334,0.14981,0.14709,0.149508,0.147272,0.149448,0.14981,-0.047627,-0.071027
2024-02-22,0.158943,0.160537,0.154537,0.155129,0.15613,0.15349,0.160537,-0.031537,-0.06601
2024-02-23,0.14879,0.151664,0.157352,0.15412,0.153354,0.154976,0.151664,-0.033814,-0.078415
2024-02-26,0.143838,0.150888,0.151239,0.145891,0.154065,0.151097,0.150888,-0.031374,-0.078926
2024-02-27,0.131339,0.138074,0.135374,0.135037,0.135429,0.138983,0.138074,-0.030214,-0.080655
2024-02-28,0.130633,0.136313,0.137769,0.139835,0.138992,0.141194,0.136313,-0.037296,-0.076805
2024-02-29,0.131413,0.132533,0.132854,0.135982,0.136573,0.140884,0.132533,-0.045811,-0.083457
2024-03-01,0.123164,0.132058,0.128425,0.130016,0.138224,0.130288,0.132058,-0.030866,-0.07181
2024-03-04,0.135559,0.135796,0.137699,0.131489,0.137032,0.13696,0.135796,-0.035686,-0.070579
2024-03-05,0.137803,0.139336,0.141441,0.142424,0.136809,0.135881,0.139336,-0.036528,-0.070733
2024-03-06,0.125264,0.127419,0.126367,0.127858,0.124219,0.126163,0.127419,-0.036869,-0.072217
2024-03-07,0.118672,0.121325,0.1178,0.125679,0.124369,0.129953,0.121325,-0.04576,-0.062417
2024-03-08,0.116619,0.117083,0.120178,0.112928,0.120979,0.118573,0.117083,-0.031915,-0.07467
2024-03-11,0.117008,0.117123,0.115891,0.111235,0.118428,0.121153,0.117123,-0.038629,-0.060852
2024-03-12,0.110889,0.118915,0.116635,0.115853,0.114537,0.124446,0.118915,-0.04556,-0.073356
2024-03-13,0.118464,0.11641,0.120043,0.118628,0.116842,0.118102,0.11641,-0.030322,-0.066516
2024-03-14,0.126845,0.129692,0.132833,0.133681,0.127519,0.139945,0.129692,-0.048793,-0.061162
2024-03-15,0.129258,0.133574,0.127968,0.129848,0.129644,0.12783,0.133574,-0.041102,-0.06035
2024-03-18,0.120955,0.125841,0.127074,0.126254,0.129937,0.125338,0.125841,-0.048854,-0.074754
2024-03-19,0.130797,0.125717,0.124921,0.128768,0.127167,0.127739,0.125717,-0.035039,-0.061542
2024-03-20,0.124987,0.132075,0.129228,0.132747,0.129112,0.128988,0.132075,-0.040202,-0.073768
2024-03-21,0.137614,0.142952,0.143293,0.139733,0.14126,0.143781,0.142952,-0.036632,-0.077965
2024-03-22,0.139909,0.147197,0.149587,0.145958,0.141425,0.146861,0.147197,-0.04336,-0.077676
2024-03-25,0.130453,0.129985,0.13135,0.125906,0.127822,0.129575,0.129985,-0.039875,-0.08255
2024-03-26,0.113582,0.116433,0.115442,0.120389,0.115074,0.118753,0.116433,-0.035983,-0.078899
2024-03-27,0.119574,0.123673,0.120426,0.12412,0.126377,0.121857,0.123673,-0.049765,-0.066505
2024-03-28,0.101173,0.106266,0.09953,0.099768,0.103047,0.108664,0.106266,-0.039569,-0.078137
2024-03-29,0.108324,0.110552,0.108193,0.111542,0.116533,0.114472,0.110552,-0.032443,-0.084986
2024-04-01,0.120816,0.120459,0.122599,0.119001,0.126693,0.129228,0.120459,-0.037315,-0.062669
2024-04-02,0.131261,0.128827,0.135075,0.130001,0.141418,0.140949,0.128827,-0.048258,-0.061407
2024-04-03,0.129977,0.126632,0.125765,0.123066,0.127084,0.135102,0.126632,-0.037358,-0.08062
2024-04-04,0.140156,0.136906,0.140062,0.140676,0.142184,0.140476,0.136906,-0.030862,-0.069832
2024-04-05,0.114248,0.119635,0.120055,0.122523,0.117716,0.123543,0.119635,-0.032116,-0.076356
2024-04-08,0.119117,0.123456,0.128721,0.118334,0.129934,0.130474,0.123456,-0.035629,-0.073248
2024-04-09,0.120319,0.115446,0.12602,0.128018,0.120885,0.122358,0.115446,-0.04868,-0.085751
2024-04-10,0.130354,0.136027,0.134312,0.13683,0.139881,0.133433,0.136027,-0.040473,-0.070232
2024-04-11,0.154598,0.151994,0.153334,0.157242,0.148878,0.154833,0.151994,-0.04172,-0.071806
2024-04-12,0.158191,0.162882,0.163168,0.168282,0.166069,0.161447,0.162882,-0.043382,-0.077651
2024-04-15,0.161747,0.163823,0.161975,0.166241,0.167064,0.170768,0.163823,-0.047047,-0.087271
2024-04-16,0.168714,0.16741,0.163979,0.171581,0.172311,0.164771,0.16741,-0.038718,-0.069356
2024-04-17,0.163458,0.170718,0.170998,0.168671,0.171644,0.172148,0.170718,-0.037274,-0.088393
2024-04-18,0.169699,0.175147,0.166519,0.169355,0.168599,0.169289,0.175147,-0.032311,-0.087383
2024-04-19,0.159791,0.159983,0.159121,0.158881,0.163136,0.159099,0.159983,-0.03325,-0.087772
2024-04-22,0.145502,0.14806,0.145249,0.147437,0.143357,0.146159,0.14806,-0.030683,-0.074708
2024-04-23,0.155385,0.155913,0.157195,0.152678,0.154618,0.154572,0.155913,-0.049646,-0.067151
2024-04-24,0.158497,0.161539,0.159348,0.155141,0.161754,0.157566,0.161539,-0.039755,-0.073909
2024-04-25,0.157738,0.161797,0.155467,0.160775,0.15666,0.15919,0.161797,-0.044859,-0.06091
2024-04-26,0.153881,0.155871,0.156074,0.150921,0.157838,0.153033,0.155871,-0.031167,-0.060139
2024-04-29,0.169145,0.162168,0.166848,0.163514,0.171433,0.160545,0.162168,-0.034881,-0.081399
2024-04-30,0.148021,0.150685,0.145841,0.143992,0.149054,0.154552,0.150685,-0.034436,-0.08527
2024-05-01,0.13781,0.135463,0.13695,0.132926,0.138591,0.139262,0.135463,-0.035964,-0.076205
2024-05-02,0.110058,0.114298,0.109478,0.112445,0.116901,0.11017,0.114298,-0.036948,-0.086125
2024-05-03,0.121315,0.122645,0.118932,0.123106,0.127234,0.128139,0.122645,-0.044864,-0.061534
2024-05-06,0.124117,0.126364,0.122524,0.123172,0.127374,0.130584,0.126364,-0.030817,-0.062811
2024-05-07,0.121781,0.126837,0.118105,0.122758,0.127693,0.124823,0.126837,-0.042901,-0.08319
2024-05-08,0.114742,0.115748,0.115542,0.121235,0.122682,0.123462,0.115748,-0.041428,-0.070925
2024-05-09,0.112938,0.116953,0.12387,0.114429,0.116526,0.119778,0.116953,-0.048695,-0.069848
2024-05-10,0.119998,0.121048,0.120807,0.123471,0.123695,0.125063,0.121048,-0.035756,-0.086507
2024-05-13,0.116179,0.11543,0.121939,0.115709,0.121907,0.121275,0.11543,-0.04752,-0.07316
2024-05-14,0.116343,0.119381,0.125146,0.1243,0.117982,0.124678,0.119381,-0.038313,-0.063915
2024-05-15,0.110856,0.108453,0.111703,0.11336,0.110822,0.109945,0.108453,-0.045387,-0.064167
2024-05-16,0.100789,0.110588,0.113199,0.110477,0.105031,0.113791,0.110588,-0.032681,-0.072881
2024-05-17,0.093948,0.101052,0.103979,0.100476,0.107415,0.099104,0.101052,-0.047319,-0.07896
2024-05-20,0.097882,0.095684,0.095881,0.099351,0.100897,0.09786,0.095684,-0.031947,-0.086893
2024-05-21,0.11034,0.107643,0.112953,0.112954,0.116057,0.113009,0.107643,-0.035727,-0.07588
2024-05-22,0.116021,0.119955,0.127301,0.117621,0.121972,0.123596,0.119955,-0.047977,-0.070872
2024-05-23,0.128333,0.129473,0.131336,0.130738,0.133535,0.133551,0.129473,-0.042504,-0.089143
2024-05-24,0.129857,0.123794,0.12493,0.12514,0.122345,0.129335,0.123794,-0.033712,-0.086831
2024-05-27,0.134113,0.134888,0.135418,0.140485,0.148082,0.14256,0.134888,-0.042772,-0.060735
2024-05-28,0.126577,0.127158,0.132377,0.131574,0.132244,0.133541,0.127158,-0.049883,-0.070268
2024-05-29,0.133025,0.130404,0.128971,0.131682,0.131894,0.136597,0.130404,-0.040947,-0.075146
2024-05-30,0.141444,0.146625,0.144259,0.144011,0.145124,0.143647,0.146625,-0.036842,-0.066385
2024-05-31,0.13908,0.146192,0.14514,0.144719,0.145223,0.14351,0.146192,-0.037659,-0.084901
2024-06-03,0.144005,0.14482,0.142508,0.145127,0.142545,0.14692,0.14482,-0.030462,-0.073066
2024-06-04,0.165914,0.163724,0.159729,0.170096,0.168024,0.163828,0.163724,-0.045457,-0.07067
2024-06-05,0.145143,0.145204,0.145939,0.14345,0.151822,0.152518,0.145204,-0.034157,-0.060187
2024-06-06,0.129391,0.137394,0.13898,0.131256,0.131084,0.1323,0.137394,-0.040447,-0.070675
2024-06-07,0.127523,0.123419,0.123773,0.130324,0.124457,0.129984,0.123419,-0.046706,-0.067856
2024-06-10,0.133918,0.139195,0.143868,0.143848,0.1427,0.145298,0.139195,-0.04128,-0.064779
2024-06-11,0.155602,0.149393,0.146516,0.150637,0.151388,0.152679,0.149393,-0.035865,-0.073464
2024-06-12,0.146012,0.152154,0.148475,0.154134,0.154173,0.157591,0.152154,-0.047205,-0.067411
2024-06-13,0.161488,0.156343,0.160619,0.162744,0.164684,0.163352,0.156343,-0.047628,-0.086243
2024-06-14,0.142668,0.151623,0.145838,0.141175,0.145056,0.150432,0.151623,-0.037962,-0.079461
2024-06-17,0.14835,0.151893,0.150913,0.148252,0.150205,0.152716,0.151893,-0.032205,-0.061648
2024-06-18,0.155061,0.154816,0.153239,0.156891,0.152437,0.151659,0.154816,-0.044244,-0.069761
2024-06-19,0.152063,0.153682,0.159832,0.157227,0.158454,0.156047,0.153682,-0.046654,-0.080284
2024-06-20,0.162461,0.159558,0.157774,0.159441,0.16006,0.161846,0.159558,-0.041898,-0.06341
2024-06-21,0.171695,0.166839,0.166198,0.163358,0.17265,0.170117,0.166839,-0.047654,-0.075373
2024-06-24,0.151311,0.146035,0.141493,0.145005,0.148497,0.148305,0.146035,-0.032204,-0.07282
2024-06-25,0.140919,0.141021,0.142588,0.143239,0.141668,0.142344,0.141021,-0.049625,-0.068271
2024-06-26,0.145963,0.145188,0.138795,0.149362,0.146099,0.146378,0.145188,-0.04554,-0.071172
2024-06-27,0.145288,0.145795,0.148405,0.143014,0.145511,0.151466,0.145795,-0.039775,-0.063034
2024-06-28,0.138984,0.153298,0.146572,0.147013,0.149728,0.151707,0.153298,-0.044962,-0.077863
2024-07-01,0.136986,0.140096,0.140164,0.141948,0.143069,0.145605,0.140096,-0.037867,-0.06336
2024-07-02,0.142045,0.138242,0.144971,0.14687,0.150689,0.146809,0.138242,-0.039732,-0.072402
2024-07-03,0.16168,0.161919,0.157736,0.158021,0.155824,0.158679,0.161919,-0.033259,-0.081923
2024-07-04,0.162624,0.162478,0.161725,0.165211,0.161575,0.160724,0.162478,-0.033102,-0.066193
2024-07-05,0.151461,0.154077,0.154137,0.153625,0.152235,0.153832,0.154077,-0.030415,-0.076019
2024-07-08,0.150378,0.154679,0.157435,0.155145,0.158807,0.154949,0.154679,-0.046343,-0.082187
2024-07-09,0.144306,0.145128,0.147287,0.142651,0.142787,0.151427,0.145128,-0.03011,-0.066992
2024-07-10,0.143399,0.142871,0.150514,0.150559,0.145529,0.150336,0.142871,-0.033716,-0.0702
2024-07-11,0.162907,0.162949,0.160363,0.165428,0.165668,0.162133,0.162949,-0.045857,-0.082285
2024-07-12,0.161792,0.168629,0.161417,0.163152,0.165414,0.16185,0.168629,-0.047177,-0.081328
2024-07-15,0.172823,0.176071,0.177726,0.178752,0.175607,0.175551,0.176071,-0.036559,-0.081434
2024-07-16,0.186806,0.180587,0.178932,0.180559,0.184423,0.179351,0.180587,-0.03589,-0.060229
2024-07-17,0.194311,0.192352,0.192014,0.196335,0.193841,0.195774,0.192352,-0.04316,-0.06466
2024-07-18,0.192432,0.194259,0.196851,0.189314,0.188283,0.194124,0.194259,-0.043161,-0.078398
2024-07-19,0.191098,0.190685,0.197859,0.194377,0.194868,0.191912,0.190685,-0.043103,-0.076377
2024-07-22,0.223018,0.221087,0.223507,0.218208,0.219886,0.220204,0.221087,-0.048338,-0.07451
2024-07-23,0.229149,0.230929,0.232171,0.224888,0.221339,0.224746,0.230929,-0.031719,-0.075086
2024-07-24,0.227721,0.223072,0.227939,0.224244,0.220491,0.225383,0.223072,-0.033398,-0.062217
2024-07-25,0.217554,0.218589,0.216784,0.214449,0.213058,0.215683,0.218589,-0.043052,-0.072623
2024-07-26,0.220733,0.213658,0.219211,0.215641,0.224121,0.219434,0.213658,-0.046092,-0.071358
2024-07-29,0.18571,0.18762,0.188847,0.190718,0.188274,0.186605,0.18762,-0.048627,-0.085176
2024-07-30,0.192882,0.194572,0.198879,0.19392,0.196601,0.192585,0.194572,-0.039464,-0.061403
2024-07-31,0.192878,0.191428,0.189437,0.198322,0.188587,0.197327,0.191428,-0.040548,-0.082506
2024-08-01,0.199773,0.195684,0.190075,0.195102,0.196315,0.191687,0.195684,-0.049918,-0.063468
2024-08-02,0.188368,0.188546,0.194337,0.189219,0.196312,0.191151,0.188546,-0.041189,-0.084423
2024-08-05,0.199776,0.198822,0.200369,0.205219,0.202815,0.204865,0.198822,-0.030158,-0.083853
2024-08-06,0.21149,0.210491,0.208301,0.208652,0.210858,0.21464,0.210491,-0.047166,-0.068732
2024-08-07,0.188094,0.195289,0.198505,0.191471,0.193798,0.193165,0.195289,-0.037362,-0.065824
2024-08-08,0.179979,0.180531,0.177452,0.183212,0.181837,0.184095,0.180531,-0.044844,-0.0669
2024-08-09,0.174077,0.17981,0.182138,0.183695,0.180408,0.178533,0.17981,-0.039555,-0.066284
2024-08-12,0.166324,0.160762,0.162386,0.163059,0.167777,0.163322,0.160762,-0.047648,-0.087309
2024-08-13,0.164184,0.163964,0.162246,0.166378,0.161507,0.163511,0.163964,-0.041588,-0.071214
2024-08-14,0.161849,0.169427,0.169132,0.168408,0.166718,0.167205,0.169427,-0.039627,-0.074
2024-08-15,0.175121,0.17594,0.173756,0.172483,0.167444,0.176513,0.17594,-0.036404,-0.079644
2024-08-16,0.173342,0.17313,0.17921,0.174294,0.176401,0.177337,0.17313,-0.036917,-0.085746
2024-08-19,0.160976,0.160082,0.159768,0.158336,0.160751,0.160944,0.160082,-0.045435,-0.08206
2024-08-20,0.157579,0.163693,0.158869,0.154406,0.159022,0.160176,0.163693,-0.033768,-0.084321
2024-08-21,0.159373,0.157582,0.149729,0.15907,0.159687,0.15896,0.157582,-0.039899,-0.062133
2024-08-22,0.152156,0.15268,0.159093,0.148421,0.154453,0.154944,0.15268,-0.04031,-0.08396
2024-08-23,0.176864,0.172829,0.172718,0.174891,0.173959,0.177815,0.172829,-0.040871,-0.061247
2024-08-26,0.183355,0.18343,0.185411,0.179039,0.182488,0.179708,0.18343,-0.031006,-0.084555
2024-08-27,0.166354,0.164245,0.167268,0.164656,0.167423,0.167233,0.164245,-0.031082,-0.060302
2024-08-28,0.159286,0.164195,0.165695,0.162366,0.161514,0.158978,0.164195,-0.043838,-0.06014
2024-08-29,0.164855,0.156211,0.164704,0.164409,0.163701,0.161403,0.156211,-0.041023,-0.070226
2024-08-30,0.139686,0.149972,0.154599,0.1509,0.147723,0.150809,0.149972,-0.0465,-0.08866
2024-09-02,0.151436,0.155759,0.157098,0.155645,0.151372,0.154191,0.155759,-0.046604,-0.066992
2024-09-03,0.155006,0.159094,0.158264,0.159198,0.156793,0.161826,0.159094,-0.03504,-0.062963
2024-09-04,0.164334,0.164407,0.170401,0.167436,0.169036,0.169684,0.164407,-0.036122,-0.08032
2024-09-05,0.168311,0.176121,0.177019,0.173488,0.179046,0.175618,0.176121,-0.03051,-0.085617
2024-09-06,0.176389,0.179254,0.184179,0.180282,0.174934,0.172611,0.179254,-0.049898,-0.083917
2024-09-09,0.182218,0.179644,0.181464,0.180351,0.180525,0.185048,0.179644,-0.046594,-0.077769
2024-09-10,0.177159,0.182488,0.17393,0.175922,0.175174,0.177864,0.182488,-0.035327,-0.085077
2024-09-11,0.180875,0.182851,0.178228,0.176967,0.182034,0.183826,0.182851,-0.035902,-0.077613
2024-09-12,0.16111,0.160793,0.164225,0.163354,0.159912,0.159709,0.160793,-0.049866,-0.06597
2024-09-13,0.16983,0.17321,0.171947,0.176739,0.17203,0.172579,0.17321,-0.034857,-0.063526
2024-09-16,0.177866,0.169509,0.177569,0.16883,0.173357,0.174109,0.169509,-0.040661,-0.079151
2024-09-17,0.163061,0.158329,0.169296,0.163995,0.165437,0.162195,0.158329,-0.041485,-0.073961
2024-09-18,0.162736,0.160908,0.165375,0.163716,0.166066,0.164145,0.160908,-0.035992,-0.08209
2024-09-19,0.165314,0.167167,0.166143,0.163303,0.169347,0.164846,0.167167,-0.03854,-0.086508
2024-09-20,0.165667,0.162915,0.158738,0.166231,0.164879,0.162683,0.162915,-0.045503,-0.081472
2024-09-23,0.162151,0.1623,0.16194,0.16068,0.160527,0.161851,0.1623,-0.036637,-0.072269
2024-09-24,0.152199,0.152741,0.151053,0.157066,0.157054,0.157164,0.152741,-0.036316,-0.079362
2024-09-25,0.142411,0.14704,0.149209,0.145184,0.142422,0.148156,0.14704,-0.03103,-0.071906
2024-09-26,0.146694,0.151631,0.15568,0.151243,0.151963,0.152512,0.151631,-0.035394,-0.066187
2024-09-27,0.151324,0.153993,0.157983,0.158556,0.154469,0.151516,0.153993,-0.049539,-0.064138
2024-09-30,0.14708,0.154412,0.155632,0.155095,0.152863,0.153379,0.154412,-0.034071,-0.085329
2024-10-01,0.155437,0.15641,0.155313,0.155384,0.151455,0.153576,0.15641,-0.041211,-0.082104
2024-10-02,0.149563,0.155005,0.149566,0.148745,0.151387,0.145171,0.155005,-0.037307,-0.065915
2024-10-03,0.145817,0.145211,0.14495,0.142544,0.146518,0.148607,0.145211,-0.034655,-0.087276
2024-10-04,0.145963,0.141929,0.145615,0.150759,0.144854,0.153165,0.141929,-0.04421,-0.074864
2024-10-07,0.160381,0.160402,0.165323,0.154519,0.159523,0.159897,0.160402,-0.041423,-0.073514
2024-10-08,0.148162,0.155895,0.149049,0.152824,0.151552,0.150585,0.155895,-0.047998,-0.083091
2024-10-09,0.15206,0.154189,0.160223,0.154128,0.156887,0.159781,0.154189,-0.043213,-0.065641
2024-10-10,0.164855,0.161905,0.166134,0.166089,0.16512,0.166383,0.161905,-0.045553,-0.078309
2024-10-11,0.175612,0.169112,0.17229,0.171037,0.166015,0.17513,0.169112,-0.038989,-0.078214
2024-10-14,0.159865,0.166005,0.169925,0.167481,0.166273,0.168802,0.166005,-0.03948,-0.070536
2024-10-15,0.149881,0.160274,0.158834,0.159083,0.161807,0.16479,0.160274,-0.049108,-0.073676
2024-10-16,0.167905,0.168988,0.167845,0.164733,0.170806,0.166617,0.168988,-0.033282,-0.060975
2024-10-17,0.182743,0.178819,0.181219,0.18056,0.182666,0.177071,0.178819,-0.036899,-0.073088
2024-10-18,0.157329,0.157733,0.154795,0.161728,0.154084,0.155054,0.157733,-0.049325,-0.084063
2024-10-21,0.140031,0.143714,0.139746,0.14519,0.141835,0.14944,0.143714,-0.045879,-0.089723
2024-10-22,0.146397,0.145054,0.144397,0.154343,0.15109,0.146574,0.145054,-0.040546,-0.07183
2024-10-23,0.143551,0.150002,0.150441,0.141584,0.151565,0.149799,0.150002,-0.037323,-0.079726
2024-10-24,0.122371,0.128081,0.126303,0.127641,0.128785,0.128648,0.128081,-0.043142,-0.081683
2024-10-25,0.124044,0.123798,0.122586,0.120723,0.117263,0.130224,0.123798,-0.041876,-0.075919
2024-10-28,0.117223,0.122723,0.118258,0.12456,0.120227,0.127061,0.122723,-0.040534,-0.089917
2024-10-29,0.119923,0.132802,0.127934,0.130463,0.125183,0.123648,0.132802,-0.037205,-0.079741
2024-10-30,0.131499,0.135445,0.131889,0.137318,0.131932,0.134265,0.135445,-0.037088,-0.066359
2024-10-31,0.146415,0.144387,0.145985,0.140105,0.147627,0.147158,0.144387,-0.036865,-0.072655
2024-11-01,0.14354,0.143799,0.14362,0.144164,0.145768,0.138998,0.143799,-0.038849,-0.073731
2024-11-04,0.142446,0.143717,0.147387,0.152078,0.148009,0.147183,0.143717,-0.0435,-0.089743
2024-11-05,0.134598,0.13065,0.139347,0.133917,0.129035,0.131397,0.13065,-0.032793,-0.066757
2024-11-06,0.131103,0.135894,0.138141,0.136458,0.142127,0.13711,0.135894,-0.04811,-0.060445
2024-11-07,0.128484,0.134091,0.1327,0.137044,0.130386,0.133942,0.134091,-0.041866,-0.088376
2024-11-08,0.141382,0.14108,0.147227,0.148457,0.142802,0.145038,0.14108,-0.037597,-0.075099
2024-11-11,0.148998,0.155627,0.149988,0.153313,0.149987,0.153272,0.155627,-0.031187,-0.079212
2024-11-12,0.143306,0.140021,0.141957,0.142039,0.145467,0.139703,0.140021,-0.043537,-0.089024
2024-11-13,0.149675,0.150354,0.149389,0.152161,0.156081,0.154894,0.150354,-0.04658,-0.089519
2024-11-14,0.132487,0.135007,0.136419,0.138072,0.139435,0.137702,0.135007,-0.04699,-0.078483
2024-11-15,0.142088,0.141145,0.142626,0.147199,0.145988,0.142436,0.141145,-0.048541,-0.070435
2024-11-18,0.16895,0.172588,0.171797,0.166545,0.16913,0.165524,0.172588,-0.033066,-0.08347
2024-11-19,0.180616,0.185785,0.185013,0.184282,0.184075,0.193212,0.185785,-0.046578,-0.063619
2024-11-20,0.182839,0.181931,0.182788,0.181535,0.184148,0.180184,0.181931,-0.048348,-0.073691
2024-11-21,0.176647,0.1682,0.176375,0.172362,0.177932,0.171382,0.1682,-0.048322,-0.075335
2024-11-22,0.18525,0.185238,0.180259,0.180257,0.185847,0.18069,0.185238,-0.039871,-0.080183
2024-11-25,0.1862,0.191942,0.190039,0.188634,0.18777,0.191123,0.191942,-0.044161,-0.084984
2024-11-26,0.182912,0.183125,0.185168,0.185432,0.186739,0.190715,0.183125,-0.046667,-0.084773
2024-11-27,0.181664,0.180999,0.177216,0.182001,0.177493,0.181608,0.180999,-0.043859,-0.080799
2024-11-28,0.179704,0.179088,0.180769,0.175168,0.177208,0.179176,0.179088,-0.042246,-0.071353
2024-11-29,0.172953,0.172089,0.178668,0.1781,0.173902,0.175775,0.172089,-0.041737,-0.073084
2024-12-02,0.180445,0.181673,0.18324,0.18827,0.177567,0.183859,0.181673,-0.037601,-0.085973
2024-12-03,0.195345,0.192454,0.192382,0.192109,0.193557,0.194026,0.192454,-0.033499,-0.076752
2024-12-04,0.194702,0.19384,0.191848,0.187121,0.190201,0.191487,0.19384,-0.041425,-0.081355
2024-12-05,0.187551,0.187035,0.190942,0.190739,0.184506,0.191352,0.187035,-0.039606,-0.062144
2024-12-06,0.18263,0.188347,0.185404,0.184004,0.184944,0.181654,0.188347,-0.035324,-0.088093
2024-12-09,0.196402,0.196369,0.193962,0.196073,0.197702,0.190481,0.196369,-0.039566,-0.071914
2024-12-10,0.209935,0.20693,0.211983,0.210006,0.207061,0.212144,0.20693,-0.036616,-0.063673
2024-12-11,0.210184,0.21146,0.213051,0.213987,0.209964,0.213427,0.21146,-0.040834,-0.081813
2024-12-12,0.209785,0.208504,0.203105,0.205763,0.202092,0.202335,0.208504,-0.03311,-0.075531
2024-12-13,0.204456,0.209159,0.207538,0.209653,0.209976,0.207073,0.209159,-0.042921,-0.084528
2024-12-16,0.214308,0.218493,0.220115,0.218921,0.215338,0.212807,0.218493,-0.042603,-0.087541
2024-12-17,0.217946,0.219761,0.21842,0.213309,0.214012,0.215041,0.219761,-0.039517,-0.087374
2024-12-18,0.224017,0.217781,0.215981,0.2183,0.2196,0.218911,0.217781,-0.030357,-0.081912
2024-12-19,0.233765,0.228741,0.237375,0.231878,0.22838,0.228783,0.228741,-0.040384,-0.073717
2024-12-20,0.233289,0.235142,0.233772,0.234128,0.232391,0.237274,0.235142,-0.032905,-0.087741
2024-12-23,0.254494,0.251839,0.261193,0.250962,0.250573,0.253386,0.251839,-0.038572,-0.082316
