timestamp,strike,expiry,option_type,bid,ask,mid,last,volume,open_interest,implied_vol,delta,gamma,vega,theta
2023-05-03,507.99,2023-07-02,call,3.94,4.07,4.0,4.01,1036,13063,0.140744,0.2499,0.011509,0.6232,-0.0731
2023-05-03,507.99,2023-07-02,put,23.42,24.2,23.81,23.94,2053,10723,0.140744,-0.7501,0.011509,0.6232,-0.0731
2023-05-03,532.18,2023-07-02,call,1.02,1.06,1.04,1.04,2645,9439,0.149142,0.0803,0.005099,0.2926,-0.0364
2023-05-03,532.18,2023-07-02,put,44.05,45.62,44.83,44.72,2872,10485,0.149142,-0.9197,0.005099,0.2926,-0.0364
2023-05-04,437.44,2023-06-03,call,49.61,51.38,50.5,50.17,1588,8683,0.134169,0.9979,0.000347,0.009,-0.002
2023-05-04,437.44,2023-06-03,put,0.01,0.01,0.01,0.01,1296,2927,0.134169,-0.0021,0.000347,0.009,-0.002
2023-05-04,461.74,2023-06-03,call,26.38,27.25,26.82,26.86,1425,26596,0.130166,0.9343,0.007049,0.1782,-0.0387
2023-05-04,461.74,2023-06-03,put,0.52,0.54,0.53,0.53,4118,3003,0.130166,-0.0657,0.007049,0.1782,-0.0387
2023-05-04,486.04,2023-06-03,call,8.1,8.35,8.22,8.22,2235,19842,0.128603,0.5538,0.022059,0.5508,-0.1181
2023-05-04,486.04,2023-06-03,put,6.04,6.23,6.14,6.1,2298,0,0.128603,-0.4462,0.022059,0.5508,-0.1181
2023-05-04,510.34,2023-06-03,call,1.22,1.26,1.24,1.25,1214,16953,0.136531,0.1321,0.011241,0.298,-0.0678
2023-05-04,510.34,2023-06-03,put,22.97,23.73,23.35,23.28,1799,16360,0.136531,-0.8679,0.011241,0.298,-0.0678
2023-05-04,534.64,2023-06-03,call,0.07,0.07,0.07,0.07,3013,0,0.137749,0.0112,0.00153,0.0409,-0.0094
2023-05-04,534.64,2023-06-03,put,45.56,47.18,46.37,46.6,2697,10168,0.137749,-0.9888,0.00153,0.0409,-0.0094
2023-05-04,437.44,2023-07-03,call,51.62,53.46,52.54,52.67,1004,6600,0.136606,0.9815,0.001684,0.0893,-0.0102
2023-05-04,437.44,2023-07-03,put,0.18,0.19,0.18,0.18,3114,200,0.136606,-0.0185,0.001684,0.0893,-0.0102
2023-05-04,461.74,2023-07-03,call,29.08,30.04,29.56,29.52,1839,5024,0.122375,0.8911,0.007742,0.3679,-0.0375
2023-05-04,461.74,2023-07-03,put,1.27,1.31,1.29,1.3,3049,14136,0.122375,-0.1089,0.007742,0.3679,-0.0375
2023-05-04,486.04,2023-07-03,call,12.18,12.55,12.36,12.31,0,4022,0.129615,0.5755,0.015339,0.772,-0.0834
2023-05-04,486.04,2023-07-03,put,8.07,8.32,8.2,8.2,5315,24530,0.129615,-0.4245,0.015339,0.772,-0.0834
2023-05-04,510.34,2023-07-03,call,3.21,3.31,3.26,3.24,4347,16571,0.12836,0.2279,0.011943,0.5953,-0.0637
2023-05-04,510.34,2023-07-03,put,22.8,23.55,23.18,22.97,0,1117,0.12836,-0.7721,0.011943,0.5953,-0.0637
2023-05-04,534.64,2023-07-03,call,0.52,0.54,0.53,0.53,1674,8490,0.128543,0.0508,0.004123,0.2058,-0.022
2023-05-04,534.64,2023-07-03,put,43.76,45.32,44.54,44.33,3737,4472,0.128543,-0.9492,0.004123,0.2058,-0.022
2023-05-05,440.06,2023-06-04,call,49.91,51.68,50.8,50.63,1503,9498,0.13424,0.9979,0.000346,0.0091,-0.002
2023-05-05,440.06,2023-06-04,put,0.01,0.01,0.01,0.01,4319,1943,0.13424,-0.0021,0.000346,0.0091,-0.002
2023-05-05,464.5,2023-06-04,call,26.51,27.38,26.94,26.78,4940,19074,0.128207,0.9372,0.006872,0.1731,-0.037
2023-05-05,464.5,2023-06-04,put,0.49,0.51,0.5,0.5,831,15897,0.128207,-0.0628,0.006872,0.1731,-0.037
2023-05-05,488.95,2023-06-04,call,8.37,8.62,8.49,8.41,3591,15898,0.13253,0.5527,0.021287,0.5543,-0.1224
2023-05-05,488.95,2023-06-04,put,6.3,6.49,6.4,6.39,5082,20720,0.13253,-0.4473,0.021287,0.5543,-0.1224
2023-05-05,513.4,2023-06-04,call,1.16,1.2,1.18,1.19,1574,1876,0.134135,0.1277,0.01111,0.2928,-0.0655
2023-05-05,513.4,2023-06-04,put,23.04,23.8,23.42,23.52,193,17129,0.134135,-0.8723,0.01111,0.2928,-0.0655
2023-05-05,537.84,2023-06-04,call,0.05,0.05,0.05,0.05,3146,12205,0.131558,0.0083,0.001233,0.0319,-0.007
2023-05-05,537.84,2023-06-04,put,45.81,47.44,46.62,46.77,3389,4371,0.131558,-0.9917,0.001233,0.0319,-0.007
2023-05-05,440.06,2023-07-04,call,51.85,53.7,52.78,52.79,2678,0,0.1263,0.9878,0.001264,0.0627,-0.0066
2023-05-05,440.06,2023-07-04,put,0.11,0.11,0.11,0.11,1910,8337,0.1263,-0.0122,0.001264,0.0627,-0.0066
2023-05-05,464.5,2023-07-04,call,29.63,30.61,30.12,30.01,4450,11014,0.132212,0.8738,0.007906,0.4108,-0.0453
2023-05-05,464.5,2023-07-04,put,1.66,1.71,1.68,1.68,0,9023,0.132212,-0.1262,0.007906,0.4108,-0.0453
2023-05-05,488.95,2023-07-04,call,12.09,12.46,12.28,12.35,3731,8706,0.127516,0.5764,0.015492,0.7763,-0.0825
2023-05-05,488.95,2023-07-04,put,7.96,8.2,8.08,8.09,3973,22067,0.127516,-0.4236,0.015492,0.7763,-0.0825
2023-05-05,513.4,2023-07-04,call,3.21,3.31,3.26,3.28,454,13098,0.128059,0.2273,0.011882,0.598,-0.0638
2023-05-05,513.4,2023-07-04,put,22.92,23.68,23.3,23.37,2351,18801,0.128059,-0.7727,0.011882,0.598,-0.0638
2023-05-05,537.84,2023-07-04,call,0.64,0.67,0.66,0.66,1318,6899,0.134096,0.0585,0.004396,0.2317,-0.0259
2023-05-05,537.84,2023-07-04,put,44.14,45.71,44.92,45.36,1531,4846,0.134096,-0.9415,0.004396,0.2317,-0.0259
2023-05-08,437.79,2023-06-07,call,49.65,51.41,50.53,50.6,3084,11880,0.14026,0.997,0.000469,0.0128,-0.003
2023-05-08,437.79,2023-06-07,put,0.02,0.02,0.02,0.02,1133,10936,0.14026,-0.003,0.000469,0.0128,-0.003
2023-05-08,462.11,2023-06-07,call,26.55,27.42,26.98,27.15,1035,8342,0.138514,0.9221,0.007542,0.2032,-0.0469
2023-05-08,462.11,2023-06-07,put,0.68,0.7,0.69,0.69,1850,8034,0.138514,-0.0779,0.007542,0.2032,-0.0469
2023-05-08,486.43,2023-06-07,call,8.39,8.64,8.52,8.57,8717,32427,0.133844,0.5521,0.021191,0.5516,-0.123
2023-05-08,486.43,2023-06-07,put,6.34,6.53,6.44,6.49,2786,22616,0.133844,-0.4479,0.021191,0.5516,-0.123
2023-05-08,510.75,2023-06-07,call,1.33,1.38,1.36,1.36,3048,16699,0.14025,0.1386,0.011302,0.3083,-0.0721
2023-05-08,510.75,2023-06-07,put,23.11,23.87,23.49,23.55,2371,3693,0.14025,-0.8614,0.011302,0.3083,-0.0721
2023-05-08,535.07,2023-06-07,call,0.06,0.06,0.06,0.06,2860,918,0.134917,0.0098,0.001392,0.0365,-0.0082
2023-05-08,535.07,2023-06-07,put,45.6,47.23,46.42,46.4,1638,7691,0.134917,-0.9902,0.001392,0.0365,-0.0082
2023-05-08,437.79,2023-07-07,call,51.67,53.52,52.6,52.31,3318,6991,0.140119,0.979,0.001825,0.0995,-0.0116
2023-05-08,437.79,2023-07-07,put,0.21,0.22,0.22,0.22,2289,9016,0.140119,-0.021,0.001825,0.0995,-0.0116
2023-05-08,462.11,2023-07-07,call,29.74,30.72,30.23,30.21,6098,9815,0.138983,0.8623,0.008031,0.4341,-0.0503
2023-05-08,462.11,2023-07-07,put,1.93,2.0,1.96,1.97,3034,4649,0.138983,-0.1377,0.008031,0.4341,-0.0503
2023-05-08,486.43,2023-07-07,call,12.58,12.96,12.77,12.8,7197,3630,0.134856,0.573,0.014748,0.7736,-0.0869
2023-05-08,486.43,2023-07-07,put,8.49,8.75,8.62,8.64,3495,6341,0.134856,-0.427,0.014748,0.7736,-0.0869
2023-05-08,510.75,2023-07-07,call,3.76,3.88,3.82,3.82,30,13429,0.137607,0.2442,0.011563,0.6189,-0.071
2023-05-08,510.75,2023-07-07,put,23.39,24.17,23.78,23.72,1784,15376,0.137607,-0.7558,0.011563,0.6189,-0.071
2023-05-08,535.07,2023-07-07,call,0.81,0.84,0.82,0.81,5757,7422,0.141205,0.0686,0.004747,0.2607,-0.0307
2023-05-08,535.07,2023-07-07,put,44.11,45.68,44.9,45.18,98,3024,0.141205,-0.9314,0.004747,0.2607,-0.0307
2023-05-09,444.29,2023-06-08,call,50.4,52.2,51.3,51.83,2521,4597,0.148133,0.9954,0.000643,0.0191,-0.0047
2023-05-09,444.29,2023-06-08,put,0.03,0.03,0.03,0.03,1466,12018,0.148133,-0.0046,0.000643,0.0191,-0.0047
2023-05-09,468.98,2023-06-08,call,27.06,27.96,27.51,27.64,2901,9713,0.144401,0.9135,0.007712,0.223,-0.0537
2023-05-09,468.98,2023-06-08,put,0.81,0.84,0.82,0.82,2604,9795,0.144401,-0.0865,0.007712,0.223,-0.0537
2023-05-09,493.66,2023-06-08,call,8.99,9.26,9.12,9.03,5855,9279,0.142519,0.5498,0.019624,0.5602,-0.1331
2023-05-09,493.66,2023-06-08,put,6.91,7.12,7.02,7.05,882,19119,0.142519,-0.4502,0.019624,0.5602,-0.1331
2023-05-09,518.34,2023-06-08,call,1.3,1.34,1.32,1.32,3955,0,0.138473,0.1354,0.011101,0.3079,-0.0711
2023-05-09,518.34,2023-06-08,put,23.4,24.17,23.78,23.55,2631,4971,0.138473,-0.8646,0.011101,0.3079,-0.0711
2023-05-09,543.03,2023-06-08,call,0.15,0.15,0.15,0.15,1925,7831,0.152128,0.0194,0.002195,0.0669,-0.017
2023-05-09,543.03,2023-06-08,put,46.38,48.03,47.2,47.46,0,8924,0.152128,-0.9806,0.002195,0.0669,-0.017
2023-05-09,444.29,2023-07-08,call,52.56,54.43,53.5,53.79,2309,7103,0.150053,0.9715,0.002172,0.1306,-0.0163
2023-05-09,444.29,2023-07-08,put,0.33,0.34,0.34,0.34,3503,9400,0.150053,-0.0285,0.002172,0.1306,-0.0163
2023-05-09,468.98,2023-07-08,call,30.2,31.2,30.7,30.73,3502,7769,0.139712,0.861,0.007921,0.4433,-0.0516
2023-05-09,468.98,2023-07-08,put,1.99,2.06,2.02,2.01,3920,0,0.139712,-0.139,0.007921,0.4433,-0.0516
2023-05-09,493.66,2023-07-08,call,13.07,13.47,13.27,13.13,2218,28443,0.138917,0.5715,0.014117,0.7856,-0.0909
2023-05-09,493.66,2023-07-08,put,8.93,9.2,9.06,9.0,5011,16779,0.138917,-0.4285,0.014117,0.7856,-0.0909
2023-05-09,518.34,2023-07-08,call,4.03,4.16,4.1,4.08,3717,0,0.141101,0.25,0.011252,0.636,-0.0748
2023-05-09,518.34,2023-07-08,put,23.96,24.75,24.36,24.42,2275,16810,0.141101,-0.75,0.011252,0.636,-0.0748
2023-05-09,543.03,2023-07-08,call,0.65,0.67,0.66,0.66,1709,5324,0.134263,0.0586,0.004352,0.2341,-0.0262
2023-05-09,543.03,2023-07-08,put,44.61,46.2,45.4,45.09,3627,5674,0.134263,-0.9414,0.004352,0.2341,-0.0262
2023-05-10,439.56,2023-06-09,call,49.91,51.68,50.8,50.82,1008,11436,0.159119,0.9924,0.000941,0.0294,-0.0078
2023-05-10,439.56,2023-06-09,put,0.06,0.06,0.06,0.06,2559,6142,0.159119,-0.0076,0.000941,0.0294,-0.0078
2023-05-10,463.98,2023-06-09,call,27.25,28.15,27.7,27.53,1497,7030,0.16318,0.8873,0.008373,0.2679,-0.0729
2023-05-10,463.98,2023-06-09,put,1.25,1.3,1.27,1.28,2697,6801,0.16318,-0.1127,0.008373,0.2679,-0.0729
2023-05-10,488.4,2023-06-09,call,9.55,9.84,9.7,9.71,2041,20606,0.154289,0.5478,0.018334,0.5546,-0.1426
2023-05-10,488.4,2023-06-09,put,7.47,7.7,7.58,7.56,3302,12247,0.154289,-0.4522,0.018334,0.5546,-0.1426
2023-05-10,512.82,2023-06-09,call,1.78,1.84,1.81,1.82,4063,8974,0.153898,0.1622,0.01139,0.3437,-0.0882
2023-05-10,512.82,2023-06-09,put,23.62,24.4,24.01,24.03,2543,11498,0.153898,-0.8378,0.01139,0.3437,-0.0882
2023-05-10,537.24,2023-06-09,call,0.16,0.17,0.16,0.16,1666,10423,0.154139,0.0208,0.002323,0.0702,-0.018
2023-05-10,537.24,2023-06-09,put,45.87,47.5,46.68,46.6,2868,7350,0.154139,-0.9792,0.002323,0.0702,-0.018
2023-05-10,439.56,2023-07-09,call,52.11,53.97,53.04,52.99,1686,10984,0.155574,0.9671,0.002386,0.1456,-0.0189
2023-05-10,439.56,2023-07-09,put,0.4,0.41,0.4,0.4,2786,9105,0.155574,-0.0329,0.002386,0.1456,-0.0189
2023-05-10,463.98,2023-07-09,call,31.04,32.06,31.55,31.43,3870,11902,0.1635,0.8258,0.00794,0.509,-0.0694
2023-05-10,463.98,2023-07-09,put,3.08,3.18,3.13,3.14,587,3170,0.1635,-0.1742,0.00794,0.509,-0.0694
2023-05-10,488.4,2023-07-09,call,14.07,14.49,14.28,14.33,3552,9021,0.15333,0.5676,0.01295,0.7786,-0.0995
2023-05-10,488.4,2023-07-09,put,9.92,10.22,10.07,10.09,0,27408,0.15333,-0.4324,0.01295,0.7786,-0.0995
2023-05-10,512.82,2023-07-09,call,4.84,5.0,4.92,4.91,2729,9140,0.154511,0.2712,0.01083,0.6561,-0.0845
2023-05-10,512.82,2023-07-09,put,24.52,25.33,24.92,24.9,3573,21515,0.154511,-0.7288,0.01083,0.6561,-0.0845
2023-05-10,537.24,2023-07-09,call,1.53,1.59,1.56,1.55,922,4127,0.164717,0.1031,0.005501,0.3553,-0.0488
2023-05-10,537.24,2023-07-09,put,44.97,46.57,45.77,45.92,4151,11228,0.164717,-0.8969,0.005501,0.3553,-0.0488
2023-05-11,438.17,2023-06-10,call,49.75,51.53,50.64,50.79,1502,10288,0.160633,0.9919,0.000987,0.0309,-0.0083
2023-05-11,438.17,2023-06-10,put,0.06,0.06,0.06,0.06,3493,3168,0.160633,-0.0081,0.000987,0.0309,-0.0083
2023-05-11,462.52,2023-06-10,call,26.77,27.66,27.22,27.31,3776,15755,0.147451,0.9093,0.007935,0.2279,-0.056
2023-05-11,462.52,2023-06-10,put,0.87,0.9,0.88,0.88,761,20817,0.147451,-0.0907,0.007935,0.2279,-0.056
2023-05-11,486.86,2023-06-10,call,9.57,9.87,9.72,9.7,3597,18903,0.155341,0.5475,0.018269,0.5529,-0.1431
2023-05-11,486.86,2023-06-10,put,7.51,7.74,7.62,7.6,5454,9401,0.155341,-0.4525,0.018269,0.5529,-0.1431
2023-05-11,511.2,2023-06-10,call,1.95,2.01,1.98,1.97,3657,9353,0.158931,0.1703,0.011419,0.3536,-0.0937
2023-05-11,511.2,2023-06-10,put,23.72,24.51,24.12,24.13,609,11515,0.158931,-0.8297,0.011419,0.3536,-0.0937
2023-05-11,535.55,2023-06-10,call,0.16,0.17,0.16,0.16,3941,11320,0.154487,0.0211,0.002345,0.0706,-0.0182
2023-05-11,535.55,2023-06-10,put,45.73,47.36,46.54,46.66,2027,9488,0.154487,-0.9789,0.002345,0.0706,-0.0182
2023-05-11,438.17,2023-07-10,call,52.09,53.94,53.02,52.51,4225,8023,0.164824,0.959,0.002701,0.1735,-0.0238
2023-05-11,438.17,2023-07-10,put,0.54,0.56,0.55,0.55,1951,5389,0.164824,-0.041,0.002701,0.1735,-0.0238
2023-05-11,462.52,2023-07-10,call,30.42,31.43,30.92,30.9,0,8466,0.153066,0.8405,0.008035,0.4792,-0.0611
2023-05-11,462.52,2023-07-10,put,2.56,2.65,2.6,2.6,3536,10168,0.153066,-0.1595,0.008035,0.4792,-0.0611
2023-05-11,486.86,2023-07-10,call,15.14,15.6,15.37,15.38,5610,21091,0.167955,0.5639,0.011879,0.7774,-0.1088
2023-05-11,486.86,2023-07-10,put,11.01,11.35,11.18,11.19,5535,14279,0.167955,-0.4361,0.011879,0.7774,-0.1088
2023-05-11,511.2,2023-07-10,call,4.83,4.99,4.91,4.89,603,6890,0.154501,0.2711,0.010863,0.654,-0.0842
2023-05-11,511.2,2023-07-10,put,24.45,25.25,24.85,24.84,2263,16626,0.154501,-0.7289,0.010863,0.654,-0.0842
2023-05-11,535.55,2023-07-10,call,1.38,1.43,1.4,1.4,3283,6663,0.160534,0.0969,0.005414,0.3386,-0.0453
2023-05-11,535.55,2023-07-10,put,44.69,46.29,45.49,45.6,152,3173,0.160534,-0.9031,0.005414,0.3386,-0.0453
2023-05-12,437.43,2023-06-11,call,49.67,51.44,50.56,50.55,3023,6328,0.166891,0.9897,0.001175,0.0381,-0.0106
2023-05-12,437.43,2023-06-11,put,0.08,0.08,0.08,0.08,4447,5712,0.166891,-0.0103,0.001175,0.0381,-0.0106
2023-05-12,461.73,2023-06-11,call,27.33,28.24,27.78,27.93,4072,9964,0.171652,0.8758,0.008569,0.2856,-0.0817
2023-05-12,461.73,2023-06-11,put,1.48,1.53,1.5,1.5,1550,172,0.171652,-0.1242,0.008569,0.2856,-0.0817
2023-05-12,486.03,2023-06-11,call,10.51,10.83,10.67,10.7,4706,17114,0.17298,0.5444,0.016449,0.5524,-0.1593
2023-05-12,486.03,2023-06-11,put,8.46,8.72,8.59,8.58,3313,28402,0.17298,-0.4556,0.016449,0.5524,-0.1593
2023-05-12,510.33,2023-06-11,call,2.15,2.22,2.18,2.2,394,11027,0.164753,0.1792,0.0114,0.3647,-0.1001
2023-05-12,510.33,2023-06-11,put,23.9,24.69,24.3,24.12,6375,16363,0.164753,-0.8208,0.0114,0.3647,-0.1001
2023-05-12,534.63,2023-06-11,call,0.27,0.27,0.27,0.27,758,14089,0.167133,0.0304,0.002952,0.0958,-0.0267
2023-05-12,534.63,2023-06-11,put,45.76,47.39,46.58,46.52,1521,8660,0.167133,-0.9696,0.002952,0.0958,-0.0267
2023-05-12,437.43,2023-07-11,call,52.03,53.88,52.96,53.07,2359,6430,0.167922,0.9562,0.002805,0.1829,-0.0256
2023-05-12,437.43,2023-07-11,put,0.6,0.62,0.61,0.61,3903,9287,0.167922,-0.0438,0.002805,0.1829,-0.0256
2023-05-12,461.73,2023-07-11,call,31.3,32.33,31.82,31.96,400,3837,0.172022,0.8142,0.007895,0.5274,-0.0756
2023-05-12,461.73,2023-07-11,put,3.5,3.62,3.56,3.55,2344,4403,0.172022,-0.1858,0.007895,0.5274,-0.0756
2023-05-12,486.03,2023-07-11,call,15.52,15.99,15.76,15.81,4475,20764,0.173443,0.5625,0.011529,0.7765,-0.1122
2023-05-12,486.03,2023-07-11,put,11.42,11.77,11.6,11.63,8555,6874,0.173443,-0.4375,0.011529,0.7765,-0.1122
2023-05-12,510.33,2023-07-11,call,6.0,6.19,6.1,6.13,3338,5881,0.172538,0.2948,0.010144,0.6797,-0.0977
2023-05-12,510.33,2023-07-11,put,25.6,26.45,26.02,25.91,0,8825,0.172538,-0.7052,0.010144,0.6797,-0.0977
2023-05-12,534.63,2023-07-11,call,1.6,1.65,1.62,1.64,3338,5373,0.166883,0.1061,0.00557,0.361,-0.0502
2023-05-12,534.63,2023-07-11,put,44.85,46.45,45.65,45.86,0,8257,0.166883,-0.8939,0.00557,0.361,-0.0502
2023-05-15,442.83,2023-06-14,call,50.25,52.04,51.14,51.1,3064,9881,0.157616,0.9928,0.000894,0.028,-0.0074
2023-05-15,442.83,2023-06-14,put,0.05,0.05,0.05,0.05,0,10488,0.157616,-0.0072,0.000894,0.028,-0.0074
2023-05-15,467.43,2023-06-14,call,27.42,28.32,27.87,28.06,4030,7050,0.162443,0.8881,0.008305,0.2684,-0.0727
2023-05-15,467.43,2023-06-14,put,1.25,1.29,1.27,1.27,1662,13686,0.162443,-0.1119,0.008305,0.2684,-0.0727
2023-05-15,492.03,2023-06-14,call,9.86,10.17,10.02,10.06,822,8305,0.158905,0.5465,0.017677,0.5589,-0.148
2023-05-15,492.03,2023-06-14,put,7.79,8.03,7.91,7.92,3845,16360,0.158905,-0.4535,0.017677,0.5589,-0.148
2023-05-15,516.63,2023-06-14,call,2.06,2.13,2.09,2.08,2757,14697,0.161727,0.1745,0.011279,0.363,-0.0978
2023-05-15,516.63,2023-06-14,put,24.09,24.88,24.48,24.3,3347,9998,0.161727,-0.8255,0.011279,0.363,-0.0978
2023-05-15,541.23,2023-06-14,call,0.23,0.24,0.24,0.24,1703,5585,0.162615,0.0269,0.002706,0.0876,-0.0237
2023-05-15,541.23,2023-06-14,put,46.29,47.94,47.11,46.9,775,7370,0.162615,-0.9731,0.002706,0.0876,-0.0237
2023-05-15,442.83,2023-07-14,call,52.53,54.4,53.46,53.42,3975,4406,0.159914,0.9632,0.002521,0.1604,-0.0214
2023-05-15,442.83,2023-07-14,put,0.47,0.49,0.48,0.48,677,14891,0.159914,-0.0368,0.002521,0.1604,-0.0214
2023-05-15,467.43,2023-07-14,call,30.88,31.9,31.39,31.52,2049,6086,0.156308,0.8356,0.007943,0.4941,-0.0644
2023-05-15,467.43,2023-07-14,put,2.75,2.84,2.8,2.83,3058,19048,0.156308,-0.1644,0.007943,0.4941,-0.0644
2023-05-15,492.03,2023-07-14,call,14.72,15.16,14.94,14.92,3006,3348,0.160635,0.5653,0.012282,0.7852,-0.1051
2023-05-15,492.03,2023-07-14,put,10.57,10.9,10.74,10.69,501,11199,0.160635,-0.4347,0.012282,0.7852,-0.1051
2023-05-15,516.63,2023-07-14,call,5.14,5.31,5.22,5.21,2225,10719,0.158616,0.2766,0.010575,0.6675,-0.0882
2023-05-15,516.63,2023-07-14,put,25.0,25.82,25.41,25.46,3668,9676,0.158616,-0.7234,0.010575,0.6675,-0.0882
2023-05-15,541.23,2023-07-14,call,1.24,1.29,1.27,1.26,1443,7090,0.155857,0.09,0.005222,0.3239,-0.0421
2023-05-15,541.23,2023-07-14,put,45.04,46.64,45.84,45.9,3228,2236,0.155857,-0.91,0.005222,0.3239,-0.0421
2023-05-16,435.38,2023-06-15,call,49.42,51.18,50.3,50.16,3614,0,0.156794,0.9931,0.000885,0.0267,-0.007
2023-05-16,435.38,2023-06-15,put,0.05,0.05,0.05,0.05,3133,4284,0.156794,-0.0069,0.000885,0.0267,-0.007
2023-05-16,459.57,2023-06-15,call,26.99,27.88,27.44,27.44,4041,4600,0.163405,0.8869,0.008462,0.266,-0.0724
2023-05-16,459.57,2023-06-15,put,1.25,1.29,1.27,1.28,3012,2639,0.163405,-0.1131,0.008462,0.266,-0.0724
2023-05-16,483.76,2023-06-15,call,9.56,9.85,9.7,9.69,6682,22416,0.156307,0.5472,0.018274,0.5494,-0.1431
2023-05-16,483.76,2023-06-15,put,7.51,7.74,7.62,7.62,2229,4388,0.156307,-0.4528,0.018274,0.5494,-0.1431
2023-05-16,507.95,2023-06-15,call,1.87,1.93,1.9,1.89,1966,5502,0.157146,0.1673,0.011492,0.3474,-0.091
2023-05-16,507.95,2023-06-15,put,23.52,24.3,23.91,23.98,6471,16295,0.157146,-0.8327,0.011492,0.3474,-0.091
2023-05-16,532.14,2023-06-15,call,0.18,0.19,0.18,0.18,2309,9278,0.157193,0.0229,0.002492,0.0753,-0.0197
2023-05-16,532.14,2023-06-15,put,45.47,47.09,46.28,46.52,4172,3584,0.157193,-0.9771,0.002492,0.0753,-0.0197
2023-05-16,435.38,2023-07-15,call,51.81,53.66,52.74,52.79,1720,9612,0.168667,0.9555,0.002838,0.1841,-0.0259
2023-05-16,435.38,2023-07-15,put,0.61,0.63,0.62,0.62,2177,5284,0.168667,-0.0445,0.002838,0.1841,-0.0259
2023-05-16,459.57,2023-07-15,call,30.62,31.63,31.12,30.72,7229,4787,0.161282,0.8287,0.008039,0.4988,-0.067
2023-05-16,459.57,2023-07-15,put,2.94,3.04,2.99,2.98,2012,18180,0.161282,-0.1713,0.008039,0.4988,-0.067
2023-05-16,483.76,2023-07-15,call,14.41,14.85,14.63,14.62,4466,17259,0.159717,0.5657,0.012562,0.7718,-0.1027
2023-05-16,483.76,2023-07-15,put,10.32,10.63,10.48,10.43,5933,9772,0.159717,-0.4343,0.012562,0.7718,-0.1027
2023-05-16,507.95,2023-07-15,call,5.36,5.54,5.45,5.45,28,9805,0.163253,0.283,0.010568,0.6637,-0.0903
2023-05-16,507.95,2023-07-15,put,24.87,25.69,25.28,25.22,4621,11371,0.163253,-0.717,0.010568,0.6637,-0.0903
2023-05-16,532.14,2023-07-15,call,1.3,1.35,1.33,1.34,4071,3047,0.158305,0.0936,0.005386,0.328,-0.0433
2023-05-16,532.14,2023-07-15,put,44.35,45.93,45.14,45.1,2101,6846,0.158305,-0.9064,0.005386,0.328,-0.0433
2023-05-17,432.42,2023-06-16,call,49.1,50.85,49.98,49.83,3284,7699,0.159631,0.9922,0.000971,0.0294,-0.0078
2023-05-17,432.42,2023-06-16,put,0.06,0.06,0.06,0.06,1678,12395,0.159631,-0.0078,0.000971,0.0294,-0.0078
2023-05-17,456.45,2023-06-16,call,26.59,27.47,27.03,27.01,462,15545,0.154641,0.8991,0.008293,0.2433,-0.0627
2023-05-17,456.45,2023-06-16,put,1.02,1.06,1.04,1.03,5292,8185,0.154641,-0.1009,0.008293,0.2433,-0.0627
2023-05-17,480.47,2023-06-16,call,9.78,10.08,9.93,9.94,277,21078,0.16148,0.5464,0.017814,0.5458,-0.1469
2023-05-17,480.47,2023-06-16,put,7.74,7.97,7.86,7.85,5598,3600,0.16148,-0.4536,0.017814,0.5458,-0.1469
2023-05-17,504.49,2023-06-16,call,1.7,1.76,1.73,1.73,2232,5708,0.152468,0.1598,0.011575,0.3349,-0.0851
2023-05-17,504.49,2023-06-16,put,23.19,23.96,23.58,23.6,5615,16086,0.152468,-0.8402,0.011575,0.3349,-0.0851
2023-05-17,528.52,2023-06-16,call,0.16,0.16,0.16,0.16,2206,11738,0.154219,0.0209,0.002363,0.0692,-0.0178
2023-05-17,528.52,2023-06-16,put,45.13,46.74,45.94,45.59,347,6655,0.154219,-0.9791,0.002363,0.0692,-0.0178
2023-05-17,432.42,2023-07-16,call,51.3,53.13,52.22,52.12,1680,5580,0.15875,0.9643,0.002537,0.1528,-0.0202
2023-05-17,432.42,2023-07-16,put,0.44,0.46,0.45,0.45,215,9850,0.15875,-0.0357,0.002537,0.1528,-0.0202
2023-05-17,456.45,2023-07-16,call,30.28,31.28,30.78,30.73,3345,8469,0.158581,0.8325,0.008113,0.4883,-0.0645
2023-05-17,456.45,2023-07-16,put,2.79,2.88,2.84,2.84,2885,0,0.158581,-0.1675,0.008113,0.4883,-0.0645
2023-05-17,480.47,2023-07-16,call,14.45,14.89,14.67,14.68,2558,14764,0.161451,0.5654,0.012514,0.7667,-0.1032
2023-05-17,480.47,2023-07-16,put,10.38,10.69,10.54,10.53,6460,26562,0.161451,-0.4346,0.012514,0.7667,-0.1032
2023-05-17,504.49,2023-07-16,call,4.55,4.7,4.62,4.64,1913,8489,0.151124,0.2661,0.01115,0.6394,-0.0805
2023-05-17,504.49,2023-07-16,put,23.91,24.7,24.3,24.36,2420,9973,0.151124,-0.7339,0.01115,0.6394,-0.0805
2023-05-17,528.52,2023-07-16,call,1.17,1.21,1.19,1.19,3141,5859,0.154472,0.0881,0.005311,0.3113,-0.0401
2023-05-17,528.52,2023-07-16,put,43.91,45.48,44.69,44.73,823,12310,0.154472,-0.9119,0.005311,0.3113,-0.0401
2023-05-18,431.76,2023-06-17,call,49.01,50.76,49.88,49.69,0,3945,0.160947,0.9918,0.001012,0.0308,-0.0083
