date,spot,rate,vix,volume
2025-03-27,377.7,0.060252,24.37,59065346
2025-03-28,382.38,0.060005,20.41,64703632
2025-03-31,379.97,0.059648,23.87,53519667
2025-04-01,369.75,0.059816,24.85,61705074
2025-04-02,365.05,0.060198,28.05,28720785
2025-04-03,365.27,0.059953,25.83,73206834
2025-04-04,372.21,0.060172,25.19,55316050
2025-04-07,374.48,0.060106,25.4,60435347
2025-04-08,380.63,0.059922,26.92,49208254
2025-04-09,381.86,0.060006,23.9,116810696
2025-04-10,389.5,0.059484,21.52,63257010
2025-04-11,397.21,0.059591,22.84,56604495
2025-04-14,402.79,0.059186,20.53,72998780
2025-04-15,404.38,0.059503,20.51,72554754
2025-04-16,404.81,0.059603,16.68,71149033
2025-04-17,400.79,0.059593,20.93,100337317
2025-04-18,402.87,0.059838,20.62,80048088
2025-04-21,397.52,0.059224,21.76,40409151
2025-04-22,393.44,0.059146,20.53,85843403
2025-04-23,398.07,0.059311,20.5,69509222
2025-04-24,397.48,0.059193,23.56,90786636
2025-04-25,400.72,0.059311,25.69,71281967
2025-04-28,396.68,0.059732,25.81,50585054
2025-04-29,400.34,0.05974,22.99,74611777
2025-04-30,394.06,0.059889,23.37,68230156
2025-05-01,402.53,0.05965,24.06,37452346
2025-05-02,391.85,0.059984,24.1,69377191
2025-05-05,396.98,0.06033,23.32,70139707
2025-05-06,389.6,0.060213,24.51,70905874
2025-05-07,388.27,0.06045,22.88,26911881
2025-05-08,385.84,0.060573,24.23,63044086
2025-05-09,376.39,0.060493,24.35,71766309
2025-05-12,386.02,0.060313,23.81,54164594
2025-05-13,386.07,0.060409,23.96,29329190
2025-05-14,386.37,0.060245,22.85,74195663
2025-05-15,402.42,0.059964,20.76,66747026
2025-05-16,408.05,0.059605,22.71,92553427
2025-05-19,413.55,0.059612,20.26,57936178
2025-05-20,401.81,0.059718,21.46,56595091
2025-05-21,388.28,0.059743,22.44,47781456
2025-05-22,382.27,0.060328,24.72,58282003
2025-05-23,384.26,0.060461,23.54,79531107
2025-05-26,383.5,0.060991,25.33,47955457
2025-05-27,370.65,0.061573,25.02,45134266
2025-05-28,373.35,0.061754,21.83,60749852
2025-05-29,382.05,0.061404,23.07,51152523
2025-05-30,382.46,0.061262,21.53,64272741
2025-06-02,390.51,0.061244,19.16,68671644
2025-06-03,397.7,0.060982,21.58,62527334
2025-06-04,399.33,0.060554,19.28,76480138
2025-06-05,394.07,0.060104,21.15,62168836
2025-06-06,384.95,0.059976,23.57,77718099
2025-06-09,377.34,0.059668,22.94,64442588
2025-06-10,371.36,0.059436,23.45,65101018
2025-06-11,363.67,0.059354,24.13,55672460
2025-06-12,364.93,0.059649,25.52,55745307
2025-06-13,364.9,0.059422,26.74,69468997
2025-06-16,369.76,0.059648,23.92,57250628
2025-06-17,370.98,0.059455,25.26,65886399
2025-06-18,365.14,0.059233,22.97,51447761
2025-06-19,366.9,0.059081,21.11,68606320
2025-06-20,372.31,0.059305,19.97,89023570
2025-06-23,367.63,0.059079,22.25,84083582
2025-06-24,372.58,0.058761,22.39,38917768
2025-06-25,371.91,0.058816,21.26,61457295
2025-06-26,379.32,0.058812,22.17,42516570
2025-06-27,374.49,0.058893,20.26,80867521
2025-06-30,369.23,0.058933,22.45,83642455
2025-07-01,374.46,0.059418,22.66,91715576
2025-07-02,376.97,0.059512,22.14,53988897
2025-07-03,379.66,0.059645,21.99,74632294
2025-07-04,388.12,0.059374,18.24,70438894
2025-07-07,385.62,0.059759,21.6,67230922
2025-07-08,388.18,0.060012,23.79,58123875
2025-07-09,389.5,0.06011,22.95,59605074
2025-07-10,399.3,0.060074,20.96,73360948
2025-07-11,393.49,0.060669,21.72,66463898
2025-07-14,389.89,0.061487,22.96,49958929
2025-07-15,383.77,0.061602,22.25,92592530
2025-07-16,388.0,0.061331,20.41,41523074
2025-07-17,389.66,0.061148,22.57,57922105
2025-07-18,386.46,0.061128,20.77,52469295
2025-07-21,387.41,0.060992,21.55,71402607
2025-07-22,387.04,0.060504,20.37,50825992
2025-07-23,389.87,0.060741,22.13,84564951
2025-07-24,386.35,0.060822,20.22,67272754
2025-07-25,388.18,0.06085,18.17,89211708
2025-07-28,385.38,0.06079,18.17,42493693
2025-07-29,390.41,0.060897,19.18,63184573
2025-07-30,390.03,0.060351,19.42,57652216
2025-07-31,393.5,0.060515,19.5,52898806
2025-08-01,390.78,0.060774,19.64,89546378
2025-08-04,392.26,0.060666,20.25,64237300
2025-08-05,397.65,0.060617,18.6,60100649
2025-08-06,406.62,0.060885,16.63,53282862
2025-08-07,406.51,0.060827,15.84,63824404
2025-08-08,409.33,0.060901,14.78,77995961
2025-08-11,403.47,0.060603,15.57,77815769
2025-08-12,404.36,0.060712,16.78,83085097
2025-08-13,408.83,0.060608,16.95,25246646
2025-08-14,407.88,0.060616,16.4,63928318
2025-08-15,412.84,0.060218,15.4,41649260
2025-08-18,420.44,0.060188,15.84,75995803
2025-08-19,416.97,0.060194,15.96,58608716
2025-08-20,416.98,0.060011,15.32,94654630
2025-08-21,416.78,0.060062,13.28,64403566
2025-08-22,424.21,0.059859,16.5,57934996
2025-08-25,421.84,0.060243,13.38,61316747
2025-08-26,416.63,0.060021,12.81,40782781
2025-08-27,412.28,0.059558,15.31,49958321
2025-08-28,412.16,0.059564,16.91,53936647
2025-08-29,411.25,0.059123,17.98,83176233
2025-09-01,408.72,0.059274,17.9,74994309
2025-09-02,409.2,0.058917,18.47,66435430
2025-09-03,402.93,0.059089,18.96,79054534
2025-09-04,397.81,0.05922,18.27,60824503
2025-09-05,398.99,0.058779,18.26,73390551
2025-09-08,394.98,0.05887,19.01,83827376
2025-09-09,384.35,0.059241,21.85,96593604
2025-09-10,379.51,0.059346,19.85,72506967
2025-09-11,385.45,0.059637,19.98,69218096
2025-09-12,389.54,0.059994,20.32,81838398
2025-09-15,396.87,0.060154,19.17,90971431
2025-09-16,393.57,0.060263,19.6,50696437
2025-09-17,392.33,0.060368,19.83,85775894
2025-09-18,396.6,0.060703,22.52,37670626
2025-09-19,397.04,0.06089,18.77,55049758
2025-09-22,394.87,0.060788,18.76,48361442
2025-09-23,394.17,0.060601,17.67,58304522
2025-09-24,396.74,0.060086,20.16,67937275
2025-09-25,390.01,0.060332,17.2,57581346
2025-09-26,389.77,0.060228,19.66,81162178
2025-09-29,390.06,0.060355,18.35,54550101
2025-09-30,383.15,0.060587,16.48,69530617
2025-10-01,376.47,0.060433,18.53,50990893
2025-10-02,380.5,0.060303,15.65,49349747
2025-10-03,380.02,0.060548,20.25,82427995
2025-10-06,379.84,0.060051,18.1,53432558
2025-10-07,379.93,0.060461,19.95,33093536
2025-10-08,375.11,0.060788,18.66,67223346
2025-10-09,375.32,0.060797,18.23,66093023
2025-10-10,378.86,0.060159,19.31,70371554
2025-10-13,375.79,0.060074,20.95,93706790
2025-10-14,376.03,0.059778,18.93,54717025
2025-10-15,376.55,0.059556,17.74,50362424
2025-10-16,385.52,0.059707,17.97,64982450
2025-10-17,390.61,0.060188,20.35,51833659
2025-10-20,390.03,0.060108,19.93,59301472
2025-10-21,389.22,0.060282,20.12,89697396
2025-10-22,388.36,0.060182,18.69,43660570
2025-10-23,385.92,0.060205,18.95,68951378
2025-10-24,386.04,0.060328,20.61,60150761
2025-10-27,383.18,0.06065,18.7,57729469
2025-10-28,383.83,0.061137,21.56,45439756
2025-10-29,384.14,0.061283,21.74,55290831
2025-10-30,372.2,0.06101,22.93,67651814
2025-10-31,361.67,0.060981,23.7,75895947
2025-11-03,356.07,0.060457,25.3,85902792
2025-11-04,352.16,0.060524,27.14,48841581
2025-11-05,352.19,0.06062,27.08,72670984
2025-11-06,360.47,0.060553,26.31,55999920
2025-11-07,357.74,0.06011,24.41,61475739
2025-11-10,355.58,0.059978,25.52,56758594
2025-11-11,351.68,0.060254,22.38,74023250
2025-11-12,359.01,0.06017,24.48,65733872
2025-11-13,357.31,0.059981,24.47,95672348
2025-11-14,352.33,0.059769,26.44,77732998
2025-11-17,357.06,0.059865,24.53,80818005
2025-11-18,356.52,0.059487,27.1,76777884
2025-11-19,349.31,0.059635,26.88,78550656
2025-11-20,343.6,0.059408,27.79,76109640
2025-11-21,349.8,0.059443,24.91,37311816
2025-11-24,347.23,0.059714,27.33,50077891
2025-11-25,349.42,0.059857,24.9,91561965
2025-11-26,351.5,0.059843,28.02,53895059
2025-11-27,353.86,0.060295,28.56,82873262
2025-11-28,354.68,0.059983,26.6,50263171
2025-12-01,353.69,0.059402,26.33,84948098
2025-12-02,357.53,0.059889,26.83,65325472
2025-12-03,352.97,0.059979,27.24,70984694
2025-12-04,358.86,0.060317,23.88,69724509
2025-12-05,359.98,0.059959,25.26,54976241
2025-12-08,362.68,0.05971,23.12,79871541
2025-12-09,366.94,0.059558,21.27,62992552
2025-12-10,375.79,0.060101,19.53,56749766
2025-12-11,383.87,0.060122,19.89,55639378
2025-12-12,383.88,0.059921,17.8,83377421
2025-12-15,385.72,0.05964,19.04,61038860
2025-12-16,392.56,0.059825,17.73,69309659
2025-12-17,397.05,0.059426,15.12,75972414
2025-12-18,398.06,0.059576,16.7,48721470
2025-12-19,402.86,0.059759,15.68,40351295
2025-12-22,402.02,0.059745,14.78,62324728
2025-12-23,399.9,0.059292,14.31,99311750
2025-12-24,395.8,0.059267,15.71,56160937
2025-12-25,397.69,0.059614,14.18,64205620
2025-12-26,391.37,0.059352,18.18,62004953
2025-12-29,387.33,0.059538,17.36,84118859
2025-12-30,389.56,0.059682,16.79,50371455
2025-12-31,395.15,0.059823,14.64,57825842
2026-01-01,396.18,0.059526,15.03,78300351
2026-01-02,394.32,0.060097,13.79,76938079
2026-01-05,390.78,0.059932,15.78,61888576
2026-01-06,392.09,0.059783,11.56,53471813
2026-01-07,388.28,0.059414,14.7,57298220
2026-01-08,389.87,0.05929,14.05,55700695
2026-01-09,390.23,0.059481,14.5,75176043
2026-01-12,393.41,0.059411,14.77,68254427
2026-01-13,390.69,0.059063,14.64,70357128
2026-01-14,381.36,0.059243,16.04,70564823
2026-01-15,381.13,0.05894,19.49,70062397
2026-01-16,380.47,0.059012,19.69,67462210
2026-01-19,377.97,0.058614,17.63,71711310
2026-01-20,380.35,0.058872,18.69,67938980
2026-01-21,372.8,0.058729,19.48,71078601
2026-01-22,377.73,0.058562,20.24,49177364
2026-01-23,374.98,0.058612,22.03,65986575
2026-01-26,376.99,0.058697,20.53,54256713
